Time(s),Base Torque,Torque Output Right,Torque Output Left,Steering Wheel Angle (Binary),Steering Wheel Angle(Degrees),PercentErrorLeft
PercentErrorRight,13.735954,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
13.757629,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
13.781446,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
13.821517,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
13.848323,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
13.863206,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
13.885288,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
13.915306,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
13.948033,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
13.962048,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
13.985706,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.014891,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.048314,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.082340,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.096860,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.116682,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.130755,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.152615,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.183456,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.216026,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.250583,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.283072,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.317726,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.350780,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.387675,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.420503,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.454639,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.490076,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.525271,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.559951,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.592138,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.605328,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.633595,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.658782,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.696711,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.725705,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.759735,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
14.796355,0.001000,0.000000,0.000000,1845.000000,0.000000,78.000000,47.000000,65.000000,78.000000,47.000000,65.000000,
