Time(s),Set Current,Actual Current,Velocity of Vehicle (mph),Speed,Packets Recieved,Packet Errors
8.232700,7.800999,5.407688,0.362608,0.000000,384.000000,0.000000.
8.254142,8.400999,5.063765,0.400688,0.000000,385.000000,0.000000.
8.279859,9.000999,5.409591,0.441223,0.000000,386.000000,0.000000.
8.302646,9.601000,5.073763,0.485072,0.000000,387.000000,0.000000.
8.324655,10.201000,5.411668,0.528587,0.000000,388.000000,0.000000.
8.349534,10.801001,5.084922,0.562754,0.000000,389.000000,0.000000.
8.371934,11.401001,5.411696,0.608757,0.000000,390.000000,0.000000.
8.395469,12.001001,5.097016,0.646281,0.000000,391.000000,0.000000.
8.422029,12.601002,5.411688,0.689946,0.000000,392.000000,0.000000.
8.448425,13.201002,5.109300,0.735117,0.000000,393.000000,0.000000.
8.472267,13.801003,5.412307,0.783839,0.000000,394.000000,0.000000.
8.497164,14.401003,5.122892,0.824478,0.000000,395.000000,0.000000.
8.521444,15.001003,5.411785,0.870291,0.000000,396.000000,0.000000.
8.541809,15.601004,5.136474,0.911512,0.000000,397.000000,0.000000.
8.562513,16.201004,5.411007,0.948704,0.000000,398.000000,0.000000.
8.585289,16.801004,5.149088,0.984448,0.000000,399.000000,0.000000.
8.610427,17.401005,5.409206,1.027197,0.000000,400.000000,0.000000.
8.632968,18.001005,5.162704,1.069820,0.000000,401.000000,0.000000.
8.657902,18.601006,5.408280,1.112064,0.000000,402.000000,0.000000.
8.680894,19.201006,5.176428,1.154485,0.000000,403.000000,0.000000.
8.703935,19.801006,5.407211,1.196899,0.000000,404.000000,0.000000.
8.730019,20.000000,5.190280,1.236848,0.000000,405.000000,0.000000.
8.751805,20.000000,5.405750,1.284702,0.000000,406.000000,0.000000.
8.778703,20.000000,5.204953,1.323280,0.000000,407.000000,0.000000.
8.805842,20.000000,5.404153,1.372136,0.000000,408.000000,0.000000.
8.850797,20.000000,5.219695,1.419061,0.000000,409.000000,0.000000.
8.860860,20.000000,5.403925,1.496775,0.000000,410.000000,0.000000.
8.871888,20.000000,5.238733,1.520503,0.000000,411.000000,0.000000.
8.897154,20.000000,5.400489,1.534047,0.000000,412.000000,0.000000.
8.917648,20.000000,5.247649,1.586688,0.000000,413.000000,0.000000.
8.954752,20.000000,5.401657,1.621941,0.000000,414.000000,0.000000.
8.969491,20.000000,5.259797,1.686592,0.000000,415.000000,0.000000.
8.995143,20.000000,5.404729,1.713343,0.000000,416.000000,0.000000.
9.018611,20.000000,5.270666,1.758799,0.000000,417.000000,0.000000.
9.042105,20.000000,5.405005,1.802869,0.000000,418.000000,0.000000.
9.067284,20.000000,5.283923,1.843542,0.000000,419.000000,0.000000.
9.088988,20.000000,5.404911,1.889994,0.000000,420.000000,0.000000.
9.114811,20.000000,5.297170,1.928333,0.000000,421.000000,0.000000.
9.138319,20.000000,5.404896,1.975816,0.000000,422.000000,0.000000.
9.161331,20.000000,5.310144,2.017942,0.000000,423.000000,0.000000.
9.183782,20.000000,5.405915,2.059359,0.000000,424.000000,0.000000.
9.209500,20.000000,5.321799,2.101157,0.000000,425.000000,0.000000.
9.233673,20.000000,5.407290,2.146705,0.000000,426.000000,0.000000.
9.260851,20.000000,5.333700,2.191796,0.000000,427.000000,0.000000.
9.283973,20.000000,5.409596,2.239747,0.000000,428.000000,0.000000.
9.310521,20.000000,5.345595,2.283453,0.000000,429.000000,0.000000.
9.337037,20.000000,5.412118,2.329930,0.000000,430.000000,0.000000.
9.359804,20.000000,5.356867,2.378482,0.000000,431.000000,0.000000.
9.378109,20.000000,5.415788,2.419678,0.000000,432.000000,0.000000.
9.404033,20.000000,5.367016,2.453531,0.000000,433.000000,0.000000.
9.430213,20.000000,5.417568,2.499865,0.000000,434.000000,0.000000.
9.461117,20.000000,5.377495,2.547471,0.000000,435.000000,0.000000.
9.471171,20.000000,5.421921,2.604153,0.000000,436.000000,0.000000.
9.493463,20.000000,5.389244,2.616977,0.000000,437.000000,0.000000.
9.522889,20.000000,5.421475,2.665039,0.000000,438.000000,0.000000.
9.541681,20.000000,5.398881,2.717981,0.000000,439.000000,0.000000.
9.567190,20.000000,5.427778,2.751387,0.000000,440.000000,0.000000.
9.591059,20.000000,5.406141,2.799360,0.000000,441.000000,0.000000.
9.616990,20.000000,5.433361,2.845603,0.000000,442.000000,0.000000.
9.641018,20.000000,5.415290,2.889291,0.000000,443.000000,0.000000.
9.666389,20.000000,5.438534,2.933388,0.000000,444.000000,0.000000.
9.692674,20.000000,5.423868,2.981129,0.000000,445.000000,0.000000.
9.717309,20.000000,5.444567,3.027476,0.000000,446.000000,0.000000.
9.740256,20.000000,5.432642,3.073787,0.000000,447.000000,0.000000.
9.767139,20.000000,5.450588,3.115361,0.000000,448.000000,0.000000.
9.789938,20.000000,5.440514,3.165271,0.000000,449.000000,0.000000.
9.810600,20.000000,5.457298,3.206730,0.000000,450.000000,0.000000.
9.837903,20.000000,5.448320,3.238800,0.000000,451.000000,0.000000.
9.863427,20.000000,5.461375,3.296110,0.000000,452.000000,0.000000.
9.891614,20.000000,5.458247,3.342428,0.000000,453.000000,0.000000.
9.913484,20.000000,5.468151,3.393855,0.000000,454.000000,0.000000.
9.938642,20.000000,5.467029,3.433973,0.000000,455.000000,0.000000.
9.959804,20.000000,5.474172,3.480885,0.000000,456.000000,0.000000.
9.986037,20.000000,5.474889,3.520198,0.000000,457.000000,0.000000.
10.009148,20.000000,5.480256,3.571996,0.000000,458.000000,0.000000.
10.031895,20.000000,5.483348,3.612627,0.000000,459.000000,0.000000.
10.053663,20.000000,5.486789,3.655966,0.000000,460.000000,0.000000.
10.077259,20.000000,5.490339,3.693823,0.000000,461.000000,0.000000.
10.097147,20.000000,5.492959,3.739368,0.000000,462.000000,0.000000.
10.119235,20.000000,5.497600,3.775386,0.000000,463.000000,0.000000.
10.144403,20.000000,5.498976,3.814443,0.000000,464.000000,0.000000.
10.168827,20.000000,5.503746,3.861475,0.000000,465.000000,0.000000.
10.194980,20.000000,5.506717,3.906705,0.000000,466.000000,0.000000.
10.222187,20.000000,5.511025,3.955138,0.000000,467.000000,0.000000.
10.244136,20.000000,5.514645,4.005675,0.000000,468.000000,0.000000.
10.270089,20.000000,5.519212,4.047313,0.000000,469.000000,0.000000.
10.290924,20.000000,5.521577,4.094941,0.000000,470.000000,0.000000.
10.316941,20.000000,5.526827,4.134914,0.000000,471.000000,0.000000.
10.342662,20.000000,5.528350,4.183010,0.000000,472.000000,0.000000.
10.366089,20.000000,5.534432,4.231183,0.000000,473.000000,0.000000.
10.387152,20.000000,5.536510,4.276620,0.000000,474.000000,0.000000.
10.410860,20.000000,5.541706,4.316696,0.000000,475.000000,0.000000.
10.431686,20.000000,5.543336,4.358415,0.000000,476.000000,0.000000.
10.458430,20.000000,5.548364,4.396894,0.000000,477.000000,0.000000.
10.483715,20.000000,5.549913,4.446663,0.000000,478.000000,0.000000.
10.508143,20.000000,5.556272,4.494948,0.000000,479.000000,0.000000.
10.530909,20.000000,5.558199,4.540030,0.000000,480.000000,0.000000.
10.553812,20.000000,5.563515,4.582557,0.000000,481.000000,0.000000.
10.578548,20.000000,5.565484,4.625153,0.000000,482.000000,0.000000.
10.601727,20.000000,5.570391,4.671655,0.000000,483.000000,0.000000.
10.626173,20.000000,5.573356,4.715901,0.000000,484.000000,0.000000.
10.650292,20.000000,5.577668,4.761492,0.000000,485.000000,0.000000.
10.673753,20.000000,5.581029,4.807201,0.000000,486.000000,0.000000.
10.697664,20.000000,5.585243,4.851088,0.000000,487.000000,0.000000.
10.723452,20.000000,5.588443,4.896489,0.000000,488.000000,0.000000.
10.747617,20.000000,5.592765,4.944568,0.000000,489.000000,0.000000.
10.768454,20.000000,5.596548,4.991069,0.000000,490.000000,0.000000.
10.794758,20.000000,5.600559,5.030714,0.000000,491.000000,0.000000.
10.819196,20.000000,5.603311,5.079125,0.000000,492.000000,0.000000.
10.874473,20.000000,5.608525,5.125219,0.000000,493.000000,0.000000.
10.884928,20.000000,5.611273,5.229811,0.000000,494.000000,0.000000.
10.902491,20.000000,5.625316,5.244360,0.000000,495.000000,0.000000.
10.914883,20.000000,5.615612,5.284348,0.000000,496.000000,0.000000.
10.937612,20.000000,5.630169,5.300483,0.000000,497.000000,0.000000.
10.958739,20.000000,5.620299,5.352028,0.000000,498.000000,0.000000.
10.985618,20.000000,5.636801,5.388779,0.000000,499.000000,0.000000.
11.009190,20.000000,5.628555,5.439560,0.000000,500.000000,0.000000.
11.077841,20.000000,5.643545,5.485156,0.000000,501.000000,0.000000.
11.087520,20.000000,5.638023,5.609088,0.000000,502.000000,0.000000.
11.099482,20.000000,5.662222,5.635327,0.000000,503.000000,0.000000.
11.112398,20.000000,5.645966,5.651122,0.000000,504.000000,0.000000.
11.141495,20.000000,5.662154,5.682010,0.000000,505.000000,0.000000.
11.152467,20.000000,5.653409,5.735227,0.000000,506.000000,0.000000.
11.188248,20.000000,5.669171,5.750829,0.000000,507.000000,0.000000.
11.202106,20.000000,5.658406,5.826107,0.000000,508.000000,0.000000.
11.227265,20.000000,5.679343,5.850972,0.000000,509.000000,0.000000.
11.250098,20.000000,5.665759,5.898616,0.000000,510.000000,0.000000.
11.274941,20.000000,5.684664,5.943194,0.000000,511.000000,0.000000.
11.300647,20.000000,5.675955,5.989687,0.000000,512.000000,0.000000.
11.329551,20.000000,5.690591,6.039640,0.000000,513.000000,0.000000.
11.350261,20.000000,5.686347,6.093958,0.000000,514.000000,0.000000.
11.376708,20.000000,5.698505,6.136015,0.000000,515.000000,0.000000.
11.402174,20.000000,5.695113,6.184864,0.000000,516.000000,0.000000.
11.424504,20.000000,5.705696,6.233992,0.000000,517.000000,0.000000.
11.444693,20.000000,5.704774,6.275807,0.000000,518.000000,0.000000.
11.471020,20.000000,5.712201,6.314887,0.000000,519.000000,0.000000.
11.492259,20.000000,5.712313,6.364818,0.000000,520.000000,0.000000.
11.519436,20.000000,5.720190,6.406016,0.000000,521.000000,0.000000.
11.540973,20.000000,5.720298,6.458279,0.000000,522.000000,0.000000.
11.567630,20.000000,5.728562,6.499384,0.000000,523.000000,0.000000.
11.590114,20.000000,5.728369,6.556523,0.000000,524.000000,0.000000.
11.617774,20.000000,5.737672,6.593425,0.000000,525.000000,0.000000.
11.642058,20.000000,5.735989,6.647573,0.000000,526.000000,0.000000.
11.667846,20.000000,5.746040,6.693450,0.000000,527.000000,0.000000.
11.697039,20.000000,5.745221,6.744276,0.000000,528.000000,0.000000.
11.707121,20.000000,5.754045,6.799541,0.000000,529.000000,0.000000.
11.726759,20.000000,5.755768,6.813334,0.000000,530.000000,0.000000.
11.758034,20.000000,5.756591,6.858983,0.000000,531.000000,0.000000.
11.789344,20.000000,5.763267,6.917213,0.000000,532.000000,0.000000.
11.799405,20.000000,5.767247,6.978035,0.000000,533.000000,0.000000.
11.825080,20.000000,5.773837,6.998575,0.000000,534.000000,0.000000.
11.849156,20.000000,5.771845,7.047476,0.000000,535.000000,0.000000.
11.889800,20.000000,5.781333,7.093391,0.000000,536.000000,0.000000.
11.899929,20.000000,5.781130,7.172343,0.000000,537.000000,0.000000.
11.922664,20.000000,5.794046,7.185995,0.000000,538.000000,0.000000.
11.943513,20.000000,5.785928,7.237050,0.000000,539.000000,0.000000.
11.969027,20.000000,5.800669,7.276599,0.000000,540.000000,0.000000.
11.995161,20.000000,5.795319,7.326087,0.000000,541.000000,0.000000.
12.017736,20.000000,5.807595,7.376229,0.000000,542.000000,0.000000.
12.042377,20.000000,5.805968,7.421542,0.000000,543.000000,0.000000.
12.065770,20.000000,5.814610,7.468063,0.000000,544.000000,0.000000.
12.087510,20.000000,5.815318,7.514208,0.000000,545.000000,0.000000.
12.114696,20.000000,5.822255,7.556149,0.000000,546.000000,0.000000.
12.136538,20.000000,5.823597,7.608867,0.000000,547.000000,0.000000.
12.162097,20.000000,5.831116,7.652456,0.000000,548.000000,0.000000.
12.186821,20.000000,5.832297,7.701758,0.000000,549.000000,0.000000.
12.209125,20.000000,5.839403,7.749732,0.000000,550.000000,0.000000.
12.235186,20.000000,5.841653,7.793198,0.000000,551.000000,0.000000.
12.262381,20.000000,5.846984,7.844872,0.000000,552.000000,0.000000.
12.287329,20.000000,5.851256,7.896923,0.000000,553.000000,0.000000.
12.310031,20.000000,5.856430,7.945982,0.000000,554.000000,0.000000.
12.338489,20.000000,5.860425,7.990050,0.000000,555.000000,0.000000.
12.361743,20.000000,5.864533,8.045385,0.000000,556.000000,0.000000.
12.387073,20.000000,5.870409,8.091255,0.000000,557.000000,0.000000.
12.412436,20.000000,5.873377,8.140323,0.000000,558.000000,0.000000.
12.424501,20.000000,5.879132,8.190402,0.000000,559.000000,0.000000.
12.458165,20.000000,5.882912,8.208216,0.000000,560.000000,0.000000.
12.474391,20.000000,5.882925,8.281260,0.000000,561.000000,0.000000.
12.497028,20.000000,5.894921,8.312173,0.000000,562.000000,0.000000.
12.522896,20.000000,5.890792,8.356374,0.000000,563.000000,0.000000.
12.546687,20.000000,5.901237,8.407770,0.000000,564.000000,0.000000.
12.572716,20.000000,5.901705,8.454485,0.000000,565.000000,0.000000.
12.597887,20.000000,5.909050,8.505680,0.000000,566.000000,0.000000.
12.624448,20.000000,5.911892,8.555714,0.000000,567.000000,0.000000.
12.645658,20.000000,5.917990,8.606806,0.000000,568.000000,0.000000.
12.672642,20.000000,5.921798,8.653628,0.000000,569.000000,0.000000.
12.692331,20.000000,5.926653,8.701757,0.000000,570.000000,0.000000.
12.712925,20.000000,5.930941,8.740496,0.000000,571.000000,0.000000.
12.739970,20.000000,5.934115,8.781484,0.000000,572.000000,0.000000.
12.763478,20.000000,5.938512,8.834577,0.000000,573.000000,0.000000.
12.786822,20.000000,5.944003,8.881194,0.000000,574.000000,0.000000.
12.811481,20.000000,5.947609,8.927887,0.000000,575.000000,0.000000.
12.837271,20.000000,5.952657,8.976063,0.000000,576.000000,0.000000.
12.857082,20.000000,5.956881,9.027775,0.000000,577.000000,0.000000.
12.894762,20.000000,5.962323,9.065950,0.000000,578.000000,0.000000.
12.905335,20.000000,5.964613,9.141279,0.000000,579.000000,0.000000.
12.926369,20.000000,5.975457,9.162852,0.000000,580.000000,0.000000.
12.952599,20.000000,5.970984,9.205847,0.000000,581.000000,0.000000.
12.980368,20.000000,5.981485,9.256126,0.000000,582.000000,0.000000.
13.008359,20.000000,5.982088,9.312199,0.000000,583.000000,0.000000.
13.033288,20.000000,5.991013,9.366511,0.000000,584.000000,0.000000.
13.057084,20.000000,5.993501,9.416382,0.000000,585.000000,0.000000.
13.078535,20.000000,6.000015,9.463519,0.000000,586.000000,0.000000.
13.102345,20.000000,6.003117,9.505954,0.000000,587.000000,0.000000.
13.127332,20.000000,6.007953,9.552996,0.000000,588.000000,0.000000.
13.151541,20.000000,6.012298,9.602656,0.000000,589.000000,0.000000.
13.172796,20.000000,6.017455,9.651419,0.000000,590.000000,0.000000.
13.198770,20.000000,6.021880,9.693613,0.000000,591.000000,0.000000.
13.222770,20.000000,6.025747,9.745541,0.000000,592.000000,0.000000.
13.244705,20.000000,6.031670,9.792700,0.000000,593.000000,0.000000.
13.271966,20.000000,6.035307,9.836903,0.000000,594.000000,0.000000.
13.291807,20.000000,6.040119,9.891001,0.000000,595.000000,0.000000.
13.316978,20.000000,6.045759,9.930977,0.000000,596.000000,0.000000.
13.343448,20.000000,6.048430,9.981661,0.000000,597.000000,0.000000.
13.366953,20.000000,6.055066,10.034276,0.000000,598.000000,0.000000.
13.391183,20.000000,6.059182,10.087147,0.000000,599.000000,0.000000.
13.414874,20.000000,6.065171,10.131562,0.000000,600.000000,0.000000.
13.436038,20.000000,6.068396,10.179616,0.000000,601.000000,0.000000.
13.459914,20.000000,6.074231,10.221283,0.000000,602.000000,0.000000.
13.484221,20.000000,6.077127,10.267844,0.000000,603.000000,0.000000.
13.505801,20.000000,6.082964,10.317211,0.000000,604.000000,0.000000.
13.530141,20.000000,6.087192,10.359360,0.000000,605.000000,0.000000.
13.554850,20.000000,6.091352,10.409387,0.000000,606.000000,0.000000.
13.577420,20.000000,6.096910,10.458120,0.000000,607.000000,0.000000.
13.603072,20.000000,6.101270,10.503856,0.000000,608.000000,0.000000.
13.628860,20.000000,6.105981,10.555829,0.000000,609.000000,0.000000.
13.654041,20.000000,6.111519,10.606997,0.000000,610.000000,0.000000.
13.676454,20.000000,6.116351,10.657706,0.000000,611.000000,0.000000.
13.699751,20.000000,6.121617,10.702660,0.000000,612.000000,0.000000.
13.725680,20.000000,6.125608,10.750780,0.000000,613.000000,0.000000.
13.752284,20.000000,6.131046,10.801421,0.000000,614.000000,0.000000.
13.777166,20.000000,6.135916,10.855801,0.000000,615.000000,0.000000.
13.803850,20.000000,6.141839,10.905768,0.000000,616.000000,0.000000.
13.831544,20.000000,6.146287,10.960065,0.000000,617.000000,0.000000.
13.842895,20.000000,6.152518,11.017648,0.000000,618.000000,0.000000.
13.865891,20.000000,6.158094,11.032274,0.000000,619.000000,0.000000.
13.888495,20.000000,6.156751,11.090799,0.000000,620.000000,0.000000.
13.915669,20.000000,6.167747,11.124511,0.000000,621.000000,0.000000.
13.946650,20.000000,6.165968,11.187871,0.000000,622.000000,0.000000.
13.959162,20.000000,6.178110,11.247976,0.000000,623.000000,0.000000.
13.995802,20.000000,6.180139,11.267565,0.000000,624.000000,0.000000.
14.010939,20.000000,6.182130,11.350253,0.000000,625.000000,0.000000.
14.035665,20.000000,6.195048,11.378895,0.000000,626.000000,0.000000.
14.065110,20.000000,6.191184,11.431934,0.000000,627.000000,0.000000.
14.089106,20.000000,6.202994,11.489748,0.000000,628.000000,0.000000.
14.114337,20.000000,6.204976,11.537387,0.000000,629.000000,0.000000.
14.136112,20.000000,6.211890,11.591035,0.000000,630.000000,0.000000.
14.160906,20.000000,6.216516,11.636296,0.000000,631.000000,0.000000.
14.187802,20.000000,6.221249,11.685469,0.000000,632.000000,0.000000.
14.210644,20.000000,6.226602,11.740582,0.000000,633.000000,0.000000.
14.235766,20.000000,6.232585,11.789188,0.000000,634.000000,0.000000.
14.264450,20.000000,6.237029,11.837472,0.000000,635.000000,0.000000.
14.292974,20.000000,6.242463,11.895771,0.000000,636.000000,0.000000.
14.303174,20.000000,6.248994,11.952147,0.000000,637.000000,0.000000.
14.324804,20.000000,6.254477,11.967504,0.000000,638.000000,0.000000.
14.350183,20.000000,6.253509,12.019045,0.000000,639.000000,0.000000.
14.373553,20.000000,6.263158,12.070289,0.000000,640.000000,0.000000.
14.396187,20.000000,6.265717,12.116947,0.000000,641.000000,0.000000.
14.418841,20.000000,6.272189,12.167947,0.000000,642.000000,0.000000.
14.442206,20.000000,6.276845,12.211930,0.000000,643.000000,0.000000.
14.466772,20.000000,6.281486,12.257880,0.000000,644.000000,0.000000.
14.492041,20.000000,6.286493,12.310606,0.000000,645.000000,0.000000.
14.517780,20.000000,6.292462,12.359785,0.000000,646.000000,0.000000.
14.541346,20.000000,6.297192,12.414661,0.000000,647.000000,0.000000.
14.562757,20.000000,6.303750,12.460346,0.000000,648.000000,0.000000.
14.587991,20.000000,6.307513,12.504208,0.000000,649.000000,0.000000.
14.607464,20.000000,6.312790,12.555992,0.000000,650.000000,0.000000.
14.633923,20.000000,6.318491,12.596764,0.000000,651.000000,0.000000.
14.659378,20.000000,6.321988,12.652197,0.000000,652.000000,0.000000.
14.685753,20.000000,6.329513,12.703359,0.000000,653.000000,0.000000.
14.710908,20.000000,6.333696,12.758146,0.000000,654.000000,0.000000.
14.735077,20.000000,6.340693,12.808906,0.000000,655.000000,0.000000.
14.757461,20.000000,6.345182,12.859562,0.000000,656.000000,0.000000.
14.779605,20.000000,6.351280,12.904518,0.000000,657.000000,0.000000.
14.802787,20.000000,6.355351,12.950102,0.000000,658.000000,0.000000.
14.828422,20.000000,6.360842,12.998638,0.000000,659.000000,0.000000.
14.851649,20.000000,6.365964,13.051103,0.000000,660.000000,0.000000.
14.873902,20.000000,6.372034,13.099944,0.000000,661.000000,0.000000.
14.896865,20.000000,6.376872,13.146470,0.000000,662.000000,0.000000.
14.950422,20.000000,6.382094,13.192581,0.000000,663.000000,0.000000.
14.960348,20.000000,6.387013,13.297287,0.000000,664.000000,0.000000.
14.971426,20.000000,6.402592,13.325365,0.000000,665.000000,0.000000.
14.994068,20.000000,6.397824,13.340326,0.000000,666.000000,0.000000.
15.017921,20.000000,6.403492,13.395409,0.000000,667.000000,0.000000.
15.043749,20.000000,6.409791,13.443884,0.000000,668.000000,0.000000.
15.069999,20.000000,6.414531,13.496984,0.000000,669.000000,0.000000.
15.089926,20.000000,6.421088,13.552689,0.000000,670.000000,0.000000.
15.115621,20.000000,6.426997,13.592035,0.000000,671.000000,0.000000.
15.138192,20.000000,6.430391,13.645647,0.000000,672.000000,0.000000.
15.162039,20.000000,6.437918,13.691737,0.000000,673.000000,0.000000.
15.188106,20.000000,6.441551,13.741604,0.000000,674.000000,0.000000.
15.211299,20.000000,6.448283,13.795908,0.000000,675.000000,0.000000.
15.238652,20.000000,6.453920,13.843982,0.000000,676.000000,0.000000.
15.260957,20.000000,6.459125,13.900656,0.000000,677.000000,0.000000.
15.285176,20.000000,6.466161,13.946821,0.000000,678.000000,0.000000.
15.306728,20.000000,6.470198,14.005199,0.000000,679.000000,0.000000.
15.331773,20.000000,6.478287,14.042844,0.000000,680.000000,0.000000.
15.359378,20.000000,6.480177,14.095081,0.000000,681.000000,0.000000.
15.384343,20.000000,6.488486,14.152322,0.000000,682.000000,0.000000.
15.408862,20.000000,6.493827,14.206113,0.000000,683.000000,0.000000.
15.432510,20.000000,6.500358,14.258606,0.000000,684.000000,0.000000.
15.456536,20.000000,6.505953,14.310237,0.000000,685.000000,0.000000.
15.478354,20.000000,6.511972,14.358922,0.000000,686.000000,0.000000.
15.500524,20.000000,6.517217,14.400675,0.000000,687.000000,0.000000.
15.521676,20.000000,6.521679,14.451486,0.000000,688.000000,0.000000.
15.546103,20.000000,6.528271,14.493979,0.000000,689.000000,0.000000.
15.572556,20.000000,6.532092,14.546488,0.000000,690.000000,0.000000.
15.602994,20.000000,6.539401,14.609019,0.000000,691.000000,0.000000.
15.631789,20.000000,6.546487,14.661913,0.000000,692.000000,0.000000.
15.644140,20.000000,6.551968,14.722085,0.000000,693.000000,0.000000.
15.661774,20.000000,6.559748,14.740921,0.000000,694.000000,0.000000.
15.689773,20.000000,6.558621,14.786180,0.000000,695.000000,0.000000.
15.712827,20.000000,6.567577,14.843316,0.000000,696.000000,0.000000.
15.748430,20.000000,6.572805,14.892088,0.000000,697.000000,0.000000.
15.762136,20.000000,6.578702,14.966335,0.000000,698.000000,0.000000.
15.784928,20.000000,6.588906,14.994946,0.000000,699.000000,0.000000.
15.809892,20.000000,6.588236,15.043518,0.000000,700.000000,0.000000.
15.837120,20.000000,6.597566,15.095088,0.000000,701.000000,0.000000.
15.860623,20.000000,6.601664,15.153987,0.000000,702.000000,0.000000.
15.883390,20.000000,6.610158,15.201777,0.000000,703.000000,0.000000.
15.910939,20.000000,6.614087,15.251351,0.000000,704.000000,0.000000.
15.969621,20.000000,6.620988,15.308368,0.000000,705.000000,0.000000.
15.979646,20.000000,6.627575,15.431858,0.000000,706.000000,0.000000.
15.995559,20.000000,6.646673,15.446805,0.000000,707.000000,0.000000.
16.006069,20.000000,6.638585,15.487556,0.000000,708.000000,0.000000.
16.028328,20.000000,6.650741,15.502352,0.000000,709.000000,0.000000.
16.057118,20.000000,6.646594,15.558122,0.000000,710.000000,0.000000.
16.086109,20.000000,6.659302,15.616576,0.000000,711.000000,0.000000.
16.107272,20.000000,6.662994,15.680320,0.000000,712.000000,0.000000.
16.121024,20.000000,6.672780,15.722709,0.000000,713.000000,0.000000.
16.158368,20.000000,6.675184,15.745130,0.000000,714.000000,0.000000.
16.172827,20.000000,6.678017,15.832849,0.000000,715.000000,0.000000.
16.196439,20.000000,6.692797,15.861980,0.000000,716.000000,0.000000.
16.222878,20.000000,6.690003,15.911806,0.000000,717.000000,0.000000.
16.245874,20.000000,6.700872,15.968577,0.000000,718.000000,0.000000.
16.267487,20.000000,6.705464,16.015808,0.000000,719.000000,0.000000.
16.292477,20.000000,6.711770,16.063309,0.000000,720.000000,0.000000.
16.316417,20.000000,6.717193,16.115552,0.000000,721.000000,0.000000.
16.343488,20.000000,6.724009,16.167484,0.000000,722.000000,0.000000.
16.366896,20.000000,6.730019,16.223183,0.000000,723.000000,0.000000.
16.391040,20.000000,6.737197,16.274048,0.000000,724.000000,0.000000.
16.415516,20.000000,6.742847,16.324840,0.000000,725.000000,0.000000.
16.441149,20.000000,6.749335,16.377759,0.000000,726.000000,0.000000.
16.466187,20.000000,6.755786,16.430745,0.000000,727.000000,0.000000.
16.492952,20.000000,6.762288,16.484852,0.000000,728.000000,0.000000.
16.518501,20.000000,6.768994,16.541019,0.000000,729.000000,0.000000.
16.528950,20.000000,6.775999,16.596234,0.000000,730.000000,0.000000.
16.551986,20.000000,6.782685,16.611715,0.000000,731.000000,0.000000.
16.578007,20.000000,6.782033,16.672067,0.000000,732.000000,0.000000.
16.601415,20.000000,6.793818,16.722744,0.000000,733.000000,0.000000.
16.627872,20.000000,6.797142,16.773360,0.000000,734.000000,0.000000.
16.650087,20.000000,6.804984,16.829250,0.000000,735.000000,0.000000.
16.675198,20.000000,6.811444,16.877648,0.000000,736.000000,0.000000.
16.697685,20.000000,6.817232,16.932649,0.000000,737.000000,0.000000.
16.723869,20.000000,6.824650,16.979880,0.000000,738.000000,0.000000.
16.745750,20.000000,6.829747,17.035320,0.000000,739.000000,0.000000.
16.773128,20.000000,6.837647,17.082338,0.000000,740.000000,0.000000.
16.793656,20.000000,6.842490,17.140667,0.000000,741.000000,0.000000.
16.820328,20.000000,6.851110,17.184552,0.000000,742.000000,0.000000.
16.842771,20.000000,6.855018,17.243232,0.000000,743.000000,0.000000.
16.870293,20.000000,6.864225,17.289411,0.000000,744.000000,0.000000.
16.892190,20.000000,6.868311,17.353391,0.000000,745.000000,0.000000.
16.914360,20.000000,6.878477,17.395799,0.000000,746.000000,0.000000.
16.940069,20.000000,6.881390,17.449667,0.000000,747.000000,0.000000.
16.990185,20.000000,6.890249,17.499141,0.000000,748.000000,0.000000.
16.999880,20.000000,6.895234,17.600442,0.000000,749.000000,0.000000.
17.010679,20.000000,6.912202,17.628472,0.000000,750.000000,0.000000.
17.034437,20.000000,6.908991,17.644033,0.000000,751.000000,0.000000.
17.058612,20.000000,6.913625,17.705426,0.000000,752.000000,0.000000.
17.085984,20.000000,6.923134,17.754393,0.000000,753.000000,0.000000.
17.111853,20.000000,6.927801,17.814117,0.000000,754.000000,0.000000.
17.133299,20.000000,6.937010,17.868448,0.000000,755.000000,0.000000.
17.155400,20.000000,6.942915,17.915986,0.000000,756.000000,0.000000.
17.180229,20.000000,6.949179,17.962526,0.000000,757.000000,0.000000.
17.202211,20.000000,6.955087,18.017206,0.000000,758.000000,0.000000.
17.227653,20.000000,6.962770,18.066297,0.000000,759.000000,0.000000.
17.251644,20.000000,6.968505,18.119394,0.000000,760.000000,0.000000.
17.273909,20.000000,6.976003,18.171703,0.000000,761.000000,0.000000.
17.298675,20.000000,6.982496,18.219210,0.000000,762.000000,0.000000.
17.324129,20.000000,6.988568,18.274005,0.000000,763.000000,0.000000.
17.349408,20.000000,6.996286,18.327635,0.000000,764.000000,0.000000.
17.375110,20.000000,7.002992,18.383179,0.000000,765.000000,0.000000.
17.398077,20.000000,7.010588,18.438035,0.000000,766.000000,0.000000.
17.421008,20.000000,7.017638,18.488629,0.000000,767.000000,0.000000.
17.443789,20.000000,7.024140,18.537491,0.000000,768.000000,0.000000.
17.470101,20.000000,7.030586,18.587111,0.000000,769.000000,0.000000.
17.491354,20.000000,7.037226,18.644656,0.000000,770.000000,0.000000.
