Time(s),Set Current,Actual Current,Velocity of Vehicle (mph),Speed,Packets Recieved,Packet Errors
0.095416,0.001000,0.001000,0.000000,0.000000,
0.137568,0.001000,0.001000,0.000000,0.000000,
0.175745,0.001000,0.001000,0.000000,0.000000,
0.225674,0.001000,0.001000,0.000000,0.000000,
0.282768,0.001000,0.001000,0.000000,0.000000,
0.323487,0.001000,0.001000,0.000000,0.000000,
0.354138,0.001000,0.001000,0.000000,0.000000,
0.384601,0.001000,0.001000,0.000000,0.000000,
0.400701,0.001000,0.001000,0.000000,0.000000,
0.436658,0.001000,0.001000,0.000000,0.000000,
0.466374,0.001000,0.001000,0.000000,0.000000,
0.483436,0.001000,0.001000,0.000000,0.000000,
0.518705,0.001000,0.001000,0.000000,0.000000,
0.548704,0.001000,0.001000,0.000000,0.000000,
0.567352,0.001000,0.001000,0.000000,0.000000,
0.605370,0.001000,0.001000,0.000000,0.000000,
0.645003,0.001000,0.001000,0.000000,0.000000,
0.681790,0.001000,0.001000,0.000000,0.000000,
0.720965,0.001000,0.001000,0.000000,0.000000,
0.750073,0.001000,0.001000,0.000000,0.000000,
0.768143,0.001000,0.001000,0.000000,0.000000,
0.803218,0.001000,0.001000,0.000000,0.000000,
0.832760,0.001000,0.001000,0.000000,0.000000,
0.852964,0.001000,0.001000,0.000000,0.000000,
0.887718,0.001000,0.001000,0.000000,0.000000,
0.916611,0.001000,0.001000,0.000000,0.000000,
0.933661,0.001000,0.001000,0.000000,0.000000,
0.968942,0.001000,0.001000,0.000000,0.000000,
0.998187,0.001000,0.001000,0.000000,0.000000,
1.016433,0.001000,0.001000,0.000000,0.000000,
1.058716,0.001000,0.001000,0.000000,0.000000,
1.094831,0.001000,0.001000,0.000000,0.000000,
1.124410,0.001000,0.001000,0.000000,0.000000,
1.153454,0.001000,0.001000,0.000000,0.000000,
1.172403,0.001000,0.001000,0.000000,0.000000,
1.208659,0.001000,0.001000,0.000000,0.000000,
1.238304,0.001000,0.001000,0.000000,0.000000,
1.253965,0.001000,0.001000,0.000000,0.000000,
1.288963,0.001000,0.001000,0.000000,0.000000,
1.317860,0.001000,0.001000,0.000000,0.000000,
