Time(s),Torque1(A),Torque2(A),Steering_Angle(Degrees)
94.801449,0.00000000,0.00000000,2436.000000
94.902724,0.00000000,0.00000000,2436.000000
95.004186,0.00000000,0.00000000,2435.000000
95.105524,0.00000000,0.00000000,2369.000000
95.204714,0.00000000,0.00000000,2183.000000
95.305792,0.00000000,0.00000000,2228.000000
95.406193,0.00000000,0.00000000,2228.000000
95.504925,0.00000000,0.00000000,2228.000000
95.607867,0.00000000,0.00000000,2238.000000
95.692208,0.00000000,0.00000000,2235.000000
95.793306,0.00000000,0.00000000,2215.000000
95.895305,0.00000000,0.00000000,2218.000000
95.997565,0.00000000,0.00000000,2208.000000
96.100521,0.00000000,0.00000000,2341.000000
96.203425,0.00000000,0.00000000,2544.000000
96.305157,0.00000000,0.00000000,2567.000000
96.405841,0.00000000,0.00000000,2567.000000
96.493240,0.00000000,0.00000000,2534.000000
96.593859,0.00000000,0.00000000,2349.000000
96.695123,0.00000000,0.00000000,2177.000000
96.795731,0.00000000,0.00000000,1980.000000
96.898908,0.00000000,0.00000000,1889.000000
96.999285,0.00000000,0.00000000,1815.000000
97.099092,0.00000000,0.00000000,1747.000000
97.200386,0.00000000,0.00000000,1735.000000
97.300932,0.00000000,0.00000000,1756.000000
97.401690,0.00000000,0.00000000,1778.000000
97.502346,0.00000000,0.00000000,1779.000000
97.601585,0.00000000,0.00000000,1779.000000
97.701387,0.00000000,0.00000000,1820.000000
97.803815,0.00000000,0.00000000,1907.000000
97.906171,0.00000000,0.00000000,1970.000000
98.006012,0.00000000,0.00000000,1970.000000
98.092619,0.00000000,0.00000000,1809.000000
98.193209,0.00000000,0.00000000,1532.000000
98.293842,0.00000000,0.00000000,1277.000000
98.395616,0.00000000,0.00000000,1086.000000
98.495785,0.00000000,0.00000000,992.000000
98.596598,0.00000000,0.00000000,971.000000
98.699049,0.00000000,0.00000000,1332.000000
98.798978,0.00000000,0.00000000,1758.000000
98.898998,0.00000000,0.00000000,2020.000000
98.998946,0.00000000,0.00000000,2180.000000
99.100596,0.00000000,0.00000000,2195.000000
99.200922,0.00000000,0.00000000,1929.000000
99.302170,0.00000000,0.00000000,1537.000000
99.402250,0.00000000,0.00000000,1269.000000
99.505161,0.00000000,0.00000000,1248.000000
99.605461,0.00000000,0.00000000,1248.000000
99.690477,0.00000000,0.00000000,1307.000000
99.790949,0.00000000,0.00000000,1352.000000
99.890002,0.00000000,0.00000000,1415.000000
99.994602,0.00000000,0.00000000,1505.000000
100.095882,0.00000000,0.00000000,1505.000000
100.199161,0.00000000,0.00000000,1512.000000
100.301335,0.00000000,0.00000000,1526.000000
100.400749,0.00000000,0.00000000,1526.000000
100.489123,0.00000000,0.00000000,1540.000000
100.589266,0.00000000,0.00000000,1592.000000
100.689023,0.00000000,0.00000000,1621.000000
100.789797,0.24736500,0.50000000,1629.000000
100.889619,0.48728997,1.00000000,1653.000000
100.989057,0.69884992,1.50000000,1722.000000
101.089209,0.91443992,2.00000000,1750.000000
101.191423,1.13374996,2.50000000,1762.000000
101.291505,1.36142993,3.00000000,1761.000000
101.393678,1.58833492,3.50000000,1761.000000
101.494829,1.81399989,4.00000000,1762.000000
101.588064,2.04074979,4.50000000,1762.000000
101.707153,2.26749992,5.00000000,1762.000000
101.795556,2.49424982,5.50000000,1762.000000
101.896297,2.72099972,6.00000000,1762.000000
101.999836,2.88729978,6.50000000,1792.000000
102.102049,3.05514956,7.00000000,1817.000000
102.203969,3.27104998,7.50000000,1818.000000
102.304153,3.48912001,8.00000000,1818.000000
102.404114,3.70719004,8.50000000,1818.000000
102.506772,3.92526007,9.00000000,1818.000000
102.593317,4.14333010,9.50000000,1818.000000
102.697175,4.36140013,10.00000000,1818.000000
102.797587,4.57947016,10.50000000,1818.000000
102.898610,4.79754019,11.00000000,1818.000000
102.999553,5.01561022,11.50000000,1818.000000
103.102094,5.23367977,12.00000000,1818.000000
103.204485,5.45174980,12.50000000,1818.000000
103.304952,5.66981983,13.00000000,1818.000000
103.403622,5.88788986,13.50000000,1818.000000
103.503826,6.10595989,14.00000000,1818.000000
103.603159,6.32402992,14.50000000,1818.000000
103.702916,6.54209995,15.00000000,1818.000000
103.802646,6.76016998,15.50000000,1818.000000
103.905807,6.97824001,16.00000000,1818.000000
103.993668,7.19631004,16.50000000,1818.000000
104.093788,7.41438007,17.00000000,1818.000000
104.193989,7.63245010,17.50000000,1818.000000
104.295849,7.85052013,18.00000000,1818.000000
104.398425,8.06859016,18.50000000,1818.000000
104.497982,8.28666019,19.00000000,1818.000000
104.603807,8.50473022,19.50000000,1818.000000
104.704150,8.85919952,20.00000000,1796.000000
104.795970,9.08067894,20.50000000,1796.000000
104.887875,9.30215931,21.00000000,1796.000000
104.998730,9.67026997,21.50000000,1774.000000
105.090682,9.69055939,22.00000000,1804.000000
105.204783,9.45044994,22.50000000,1870.000000
105.306654,8.61947918,23.00000000,2016.000000
105.390122,23.50000000,7.40437269,2106.000000
105.490573,24.00000000,7.56191254,2106.000000
105.590193,24.50000000,7.77946568,2111.000000
105.694133,25.00000000,7.95046091,2112.000000
105.793372,25.00000000,8.14535618,2128.000000
105.893019,25.00000000,8.29057693,2140.000000
105.992866,25.00000000,8.29057693,2140.000000
106.092732,9.60149956,25.00000000,1986.000000
106.196503,12.39924908,25.00000000,1625.000000
106.300659,15.74724960,25.00000000,1193.000000
106.399888,18.35124969,25.00000000,857.000000
106.501158,19.93224907,25.00000000,653.000000
106.604197,20.62974930,25.00000000,563.000000
106.706875,20.61424828,25.00000000,565.000000
106.790659,18.56049919,25.00000000,830.000000
106.891605,16.07275009,25.00000000,1151.000000
106.990920,13.15099907,25.00000000,1528.000000
107.092157,10.88024998,25.00000000,1821.000000
107.192467,25.00000000,7.81561136,2101.000000
107.292573,25.00000000,9.58504677,2250.000000
107.391902,25.00000000,10.07392406,2293.000000
107.493505,25.00000000,10.19753265,2304.000000
107.592025,25.00000000,10.19753265,2304.000000
107.693181,25.00000000,7.29411840,2059.000000
107.792754,11.11274910,25.00000000,1791.000000
107.894100,13.19749928,25.00000000,1522.000000
107.994519,15.68524837,25.00000000,1201.000000
108.095090,16.42924881,25.00000000,1105.000000
108.197038,16.28199959,25.00000000,1124.000000
108.289738,15.85575008,25.00000000,1179.000000
108.391245,15.46824837,25.00000000,1229.000000
108.491487,14.64674950,25.00000000,1335.000000
108.594453,13.32924938,25.00000000,1505.000000
108.696800,12.30624962,25.00000000,1637.000000
108.798057,11.07399940,25.00000000,1796.000000
108.898188,10.24474907,25.00000000,1903.000000
108.997837,9.95024872,25.00000000,1941.000000
109.099160,9.89599991,25.00000000,1948.000000
109.199306,9.90374947,25.00000000,1947.000000
109.301785,10.00449944,25.00000000,1934.000000
109.403461,10.08199883,25.00000000,1924.000000
109.504656,10.06649876,25.00000000,1926.000000
109.603962,10.05874825,25.00000000,1927.000000
109.704333,10.05874825,25.00000000,1927.000000
109.806050,10.05099869,25.00000000,1928.000000
109.892481,10.63999939,25.00000000,1852.000000
109.993014,12.02724838,25.00000000,1673.000000
110.091532,14.00349998,25.00000000,1418.000000
110.192286,15.75499916,25.00000000,1192.000000
110.293562,17.18099976,25.00000000,1008.000000
110.393133,17.86299896,25.00000000,920.000000
110.492042,17.86299896,25.00000000,920.000000
110.592422,17.17324829,25.00000000,1009.000000
110.691962,15.45274830,25.00000000,1231.000000
110.792677,13.39125061,25.00000000,1497.000000
110.894467,11.94199944,25.00000000,1684.000000
110.997832,11.10499954,25.00000000,1792.000000
111.097459,10.54699898,25.00000000,1864.000000
111.199170,10.17499828,25.00000000,1912.000000
111.299906,10.36099911,25.00000000,1888.000000
111.401538,11.71724987,25.00000000,1713.000000
111.500959,12.74024868,25.00000000,1581.000000
111.602234,14.41424942,25.00000000,1365.000000
111.702394,15.88674927,25.00000000,1175.000000
111.802706,16.87874985,25.00000000,1047.000000
111.905415,17.94824982,25.00000000,909.000000
112.004363,18.45199966,25.00000000,844.000000
112.104348,17.56849861,25.00000000,958.000000
112.203897,16.17350006,25.00000000,1138.000000
112.306044,13.84849834,25.00000000,1438.000000
112.393179,12.25974846,25.00000000,1643.000000
112.493104,11.05074883,25.00000000,1799.000000
112.594018,10.43849850,25.00000000,1878.000000
112.694761,10.41524887,25.00000000,1881.000000
112.792911,11.89549828,25.00000000,1690.000000
112.892206,13.39125061,25.00000000,1497.000000
112.992603,15.40624905,25.00000000,1237.000000
113.093467,17.45999908,25.00000000,972.000000
113.194119,18.42099953,25.00000000,848.000000
113.295564,18.52174950,25.00000000,835.000000
113.399218,17.91724777,25.00000000,913.000000
113.499484,16.60749817,25.00000000,1082.000000
113.600952,14.36775017,25.00000000,1371.000000
113.702918,12.88749886,25.00000000,1562.000000
113.801853,11.53899860,25.00000000,1736.000000
113.902076,10.19824886,25.00000000,1909.000000
114.003866,9.68674850,25.00000000,1975.000000
114.105229,9.67899895,25.00000000,1976.000000
114.191838,11.48474979,25.00000000,1743.000000
114.292613,13.26724911,25.00000000,1513.000000
114.391302,15.51474953,25.00000000,1223.000000
114.490446,17.01049995,25.00000000,1030.000000
114.591475,17.74674988,25.00000000,935.000000
114.691921,18.66124916,25.00000000,817.000000
114.793914,19.41299820,25.00000000,720.000000
114.894461,20.21899986,25.00000000,616.000000
114.996939,20.45149994,25.00000000,586.000000
115.097630,20.69949913,25.00000000,554.000000
115.198587,20.76924896,25.00000000,545.000000
115.300098,20.76924896,25.00000000,545.000000
115.399115,20.52899933,25.00000000,576.000000
115.499150,19.18049812,25.00000000,750.000000
115.598675,18.08774948,25.00000000,891.000000
115.701384,15.92549992,25.00000000,1170.000000
115.802729,14.12749863,25.00000000,1402.000000
115.901367,12.77124882,25.00000000,1577.000000
115.992924,11.23674965,25.00000000,1775.000000
116.092991,9.95799923,25.00000000,1940.000000
116.192381,25.00000000,7.29411840,2059.000000
116.295370,25.00000000,8.95768356,2196.000000
116.396213,25.00000000,9.65383053,2256.000000
116.497463,25.00000000,9.66526222,2257.000000
116.599123,9.13649940,25.00000000,2046.000000
116.699975,10.66324902,25.00000000,1849.000000
116.799195,12.65499878,25.00000000,1592.000000
116.900001,14.76299953,25.00000000,1320.000000
117.001909,16.72374916,25.00000000,1067.000000
117.101755,18.29699898,25.00000000,864.000000
117.201274,19.29674911,25.00000000,735.000000
117.300820,19.97099876,25.00000000,648.000000
117.400274,20.13374901,25.00000000,627.000000
117.501066,18.66900063,25.00000000,816.000000
117.601412,16.54549789,25.00000000,1090.000000
117.702547,14.50724888,25.00000000,1353.000000
117.803681,12.63949871,25.00000000,1594.000000
117.903816,10.96549892,25.00000000,1810.000000
118.004322,9.96574879,25.00000000,1939.000000
118.104086,25.00000000,7.61818886,2085.000000
118.204936,25.00000000,7.87699223,2106.000000
118.305439,25.00000000,7.93823004,2111.000000
118.406271,25.00000000,7.97489882,2114.000000
118.490779,25.00000000,7.90150166,2108.000000
118.591733,25.00000000,7.33171701,2062.000000
118.691462,25.00000000,7.31918812,2061.000000
118.794840,25.00000000,7.31918812,2061.000000
118.895059,25.00000000,7.31918812,2061.000000
118.996539,25.00000000,7.31918812,2061.000000
119.097899,25.00000000,7.31918812,2061.000000
119.198839,25.00000000,7.40675926,2068.000000
119.299548,25.00000000,7.40675926,2068.000000
119.399964,25.00000000,7.40675926,2068.000000
119.499539,25.00000000,7.56859779,2081.000000
119.598298,25.00000000,7.40675926,2068.000000
119.699294,25.00000000,7.40675926,2068.000000
119.800148,25.00000000,7.40675926,2068.000000
119.901919,25.00000000,7.40675926,2068.000000
120.002326,25.00000000,7.40675926,2068.000000
120.103074,25.00000000,7.40675926,2068.000000
120.201661,25.00000000,7.40675926,2068.000000
120.302013,25.00000000,7.40675926,2068.000000
120.403392,25.00000000,7.40675926,2068.000000
120.504558,25.00000000,7.40675926,2068.000000
120.603674,25.00000000,7.40675926,2068.000000
120.704171,25.00000000,7.40675926,2068.000000
120.803020,25.00000000,7.40675926,2068.000000
120.903344,25.00000000,7.59339333,2083.000000
121.003993,25.00000000,7.59339333,2083.000000
121.104472,25.00000000,7.59339333,2083.000000
121.205168,25.00000000,7.59339333,2083.000000
121.308375,25.00000000,7.59339333,2083.000000
121.394835,25.00000000,7.68003464,2090.000000
121.495316,25.00000000,7.68003464,2090.000000
121.597926,25.00000000,7.68003464,2090.000000
121.699616,25.00000000,7.68003464,2090.000000
121.799967,25.00000000,7.74174929,2095.000000
121.899946,25.00000000,7.74174929,2095.000000
121.998745,25.00000000,7.74174929,2095.000000
122.100041,25.00000000,7.74174929,2095.000000
122.200289,25.00000000,7.74174929,2095.000000
122.301460,25.00000000,7.93823004,2111.000000
122.402213,25.00000000,7.97489882,2114.000000
122.502415,25.00000000,7.95046091,2112.000000
122.603163,25.00000000,7.95046091,2112.000000
122.702640,25.00000000,7.95046091,2112.000000
122.803486,25.00000000,7.95046091,2112.000000
122.901892,25.00000000,7.95046091,2112.000000
123.002457,25.00000000,7.95046091,2112.000000
123.102322,25.00000000,7.96269178,2113.000000
123.202818,25.00000000,7.96269178,2113.000000
123.301121,25.00000000,7.96269178,2113.000000
123.402436,25.00000000,7.95046091,2112.000000
123.502554,25.00000000,8.04810524,2120.000000
123.602242,25.00000000,8.04810524,2120.000000
123.694921,25.00000000,7.98711777,2115.000000
123.795991,25.00000000,7.98711777,2115.000000
123.897742,25.00000000,7.98711777,2115.000000
123.997660,25.00000000,7.98711777,2115.000000
124.097675,25.00000000,8.07244778,2122.000000
124.198026,25.00000000,8.07244778,2122.000000
124.297800,25.00000000,8.07244778,2122.000000
124.398484,25.00000000,8.07244778,2122.000000
124.497234,25.00000000,8.07244778,2122.000000
124.597457,25.00000000,8.07244778,2122.000000
124.700482,25.00000000,8.07244778,2122.000000
124.799677,25.00000000,8.07244778,2122.000000
124.900260,25.00000000,8.07244778,2122.000000
125.000057,25.00000000,8.07244778,2122.000000
125.099190,25.00000000,8.07244778,2122.000000
125.201483,25.00000000,8.07244778,2122.000000
125.303578,25.00000000,8.07244778,2122.000000
125.403099,25.00000000,8.07244778,2122.000000
125.502944,25.00000000,8.07244778,2122.000000
125.603108,25.00000000,8.07244778,2122.000000
125.704670,25.00000000,8.07244778,2122.000000
125.806027,25.00000000,8.07244778,2122.000000
125.893399,25.00000000,8.07244778,2122.000000
125.992503,25.00000000,8.07244778,2122.000000
126.094597,25.00000000,8.07244778,2122.000000
126.195890,25.00000000,8.07244778,2122.000000
126.295762,25.00000000,8.07244778,2122.000000
126.397455,25.00000000,8.07244778,2122.000000
126.497343,25.00000000,8.07244778,2122.000000
126.597412,25.00000000,8.07244778,2122.000000
126.700613,25.00000000,8.07244778,2122.000000
126.802540,25.00000000,8.07244778,2122.000000
126.903874,25.00000000,8.07244778,2122.000000
127.002492,25.00000000,8.07244778,2122.000000
127.103442,25.00000000,8.07244778,2122.000000
127.203117,25.00000000,8.07244778,2122.000000
127.303763,25.00000000,8.07244778,2122.000000
127.404312,25.00000000,8.07244778,2122.000000
127.503228,25.00000000,8.07244778,2122.000000
127.603956,25.00000000,8.07244778,2122.000000
127.704237,25.00000000,8.07244778,2122.000000
127.806486,25.00000000,8.07244778,2122.000000
127.893422,25.00000000,8.07244778,2122.000000
127.993529,25.00000000,8.07244778,2122.000000
128.093936,25.00000000,8.07244778,2122.000000
128.194479,25.00000000,8.07244778,2122.000000
128.296807,25.00000000,8.07244778,2122.000000
128.397509,25.00000000,8.07244778,2122.000000
128.498193,25.00000000,8.07244778,2122.000000
128.599599,25.00000000,8.07244778,2122.000000
128.699691,25.00000000,8.07244778,2122.000000
128.801784,25.00000000,8.07244778,2122.000000
128.903761,25.00000000,8.07244778,2122.000000
129.004666,25.00000000,8.07244778,2122.000000
129.106256,25.00000000,8.07244778,2122.000000
129.190253,25.00000000,8.07244778,2122.000000
129.292391,25.00000000,8.07244778,2122.000000
129.393121,25.00000000,8.07244778,2122.000000
129.493285,25.00000000,8.07244778,2122.000000
129.593192,25.00000000,8.07244778,2122.000000
129.694912,0.00000000,0.00000000,2122.000000
129.794709,0.00000000,0.00000000,2122.000000
129.895175,0.00000000,0.00000000,2122.000000
129.996258,0.00000000,0.00000000,2122.000000
130.096832,0.50000000,0.16144896,2122.000000
130.196482,1.00000000,0.32289791,2122.000000
130.296252,1.50000000,0.48434687,2122.000000
130.394855,2.00000000,0.64579582,2122.000000
130.496839,2.50000000,0.80724478,2122.000000
130.597774,3.00000000,0.96869373,2122.000000
130.698513,3.50000000,1.13014269,2122.000000
130.800212,4.00000000,1.29159164,2122.000000
130.901226,4.50000000,1.45304060,2122.000000
131.001028,5.00000000,1.61448956,2122.000000
131.103306,5.50000000,1.77593851,2122.000000
131.203666,6.00000000,1.93738747,2122.000000
131.305065,6.50000000,2.09883642,2122.000000
131.405008,7.00000000,2.26028538,2122.000000
131.491107,7.50000000,2.42173433,2122.000000
131.594234,8.00000000,2.58318329,2122.000000
131.696197,8.50000000,2.74463224,2122.000000
131.799984,9.00000000,2.90608120,2122.000000
131.899165,9.50000000,3.06753016,2122.000000
131.998949,10.00000000,3.22897911,2122.000000
132.099293,10.50000000,3.39042807,2122.000000
132.198896,11.00000000,3.55187702,2122.000000
132.300648,11.50000000,3.71332598,2122.000000
132.400582,12.00000000,3.87477493,2122.000000
132.502735,12.50000000,4.03622389,2122.000000
132.603394,13.00000000,4.19767284,2122.000000
132.703763,13.50000000,4.35912180,2122.000000
132.803585,14.00000000,4.52057076,2122.000000
132.905415,14.50000000,4.68201971,2122.000000
133.004712,15.00000000,4.84346867,2122.000000
133.091103,15.50000000,5.00491762,2122.000000
133.192639,0.00000000,0.00000000,2122.000000
133.295547,0.00000000,0.00000000,2122.000000
133.397966,0.00000000,0.00000000,2122.000000
133.497800,0.00000000,0.00000000,2122.000000
133.597864,0.00000000,0.00000000,2122.000000
133.698543,0.00000000,0.00000000,2122.000000
133.797784,0.50000000,0.16144896,2122.000000
133.900424,1.00000000,0.32289791,2122.000000
134.000881,1.50000000,0.48434687,2122.000000
134.102769,2.00000000,0.64579582,2122.000000
134.204929,2.50000000,0.80724478,2122.000000
134.289658,3.00000000,0.96869373,2122.000000
134.390931,3.50000000,1.13014269,2122.000000
134.492466,4.00000000,1.29159164,2122.000000
134.590960,4.50000000,1.45304060,2122.000000
134.706810,5.00000000,1.61448956,2122.000000
134.792251,5.50000000,1.77593851,2122.000000
134.892622,6.00000000,1.93738747,2122.000000
134.992462,6.50000000,2.09883642,2122.000000
135.093479,7.00000000,2.26028538,2122.000000
135.194001,7.50000000,2.42173433,2122.000000
135.295495,8.00000000,2.58318329,2122.000000
135.396576,8.50000000,2.74463224,2122.000000
135.496867,9.00000000,2.90608120,2122.000000
135.598635,9.50000000,3.06753016,2122.000000
135.698806,10.00000000,3.22897911,2122.000000
135.800243,10.50000000,3.39042807,2122.000000
135.901524,11.00000000,3.55187702,2122.000000
136.001307,11.50000000,3.71332598,2122.000000
136.102171,12.00000000,3.87477493,2122.000000
136.202832,12.50000000,4.03622389,2122.000000
136.302610,13.00000000,4.19767284,2122.000000
136.402690,13.50000000,4.35912180,2122.000000
136.501673,14.00000000,4.52057076,2122.000000
136.601041,14.50000000,4.68201971,2122.000000
136.701009,15.00000000,4.84346867,2122.000000
136.802121,15.50000000,5.00491762,2122.000000
136.902440,16.00000000,5.16636658,2122.000000
137.003661,16.50000000,5.32781553,2122.000000
137.103681,17.00000000,5.48926449,2122.000000
137.204531,0.00000000,0.00000000,2122.000000
137.303978,0.00000000,0.00000000,2122.000000
137.403590,0.00000000,0.00000000,2122.000000
137.502063,0.00000000,0.00000000,2122.000000
137.601506,0.50000000,0.16144896,2122.000000
137.702862,1.00000000,0.32289791,2122.000000
137.802632,1.50000000,0.48434687,2122.000000
137.903829,2.00000000,0.64579582,2122.000000
138.005830,2.50000000,0.80724478,2122.000000
138.108709,3.00000000,0.96869373,2122.000000
138.194332,3.50000000,1.13014269,2122.000000
138.295324,4.00000000,1.29159164,2122.000000
138.395281,4.50000000,1.45304060,2122.000000
138.499109,5.00000000,1.61448956,2122.000000
138.599087,5.50000000,1.77593851,2122.000000
138.700330,6.00000000,1.93738747,2122.000000
138.801315,6.50000000,2.09883642,2122.000000
138.901609,7.00000000,2.26028538,2122.000000
139.002108,7.50000000,2.42173433,2122.000000
139.104509,8.00000000,2.58318329,2122.000000
139.216850,8.50000000,2.74463224,2122.000000
139.304259,9.00000000,2.90608120,2122.000000
139.389976,9.50000000,3.06753016,2122.000000
139.492091,10.00000000,3.22897911,2122.000000
139.595124,10.50000000,3.39042807,2122.000000
139.699067,11.00000000,3.55187702,2122.000000
139.800276,11.50000000,3.71332598,2122.000000
139.900050,12.00000000,3.87477493,2122.000000
139.999758,12.50000000,4.03622389,2122.000000
140.099877,13.00000000,4.19767284,2122.000000
140.202223,13.50000000,4.35912180,2122.000000
140.302145,14.00000000,4.52057076,2122.000000
140.402375,0.00000000,0.00000000,2122.000000
140.501491,0.00000000,0.00000000,2122.000000
140.602668,0.50000000,0.16144896,2122.000000
140.703143,1.00000000,0.32289791,2122.000000
140.803434,1.50000000,0.48434687,2122.000000
140.904287,2.00000000,0.64579582,2122.000000
141.005306,2.50000000,0.80724478,2122.000000
141.107827,3.00000000,0.96869373,2122.000000
141.194417,3.50000000,1.13014269,2122.000000
141.294694,4.00000000,1.29159164,2122.000000
141.398328,4.50000000,1.45304060,2122.000000
141.498238,5.00000000,1.61448956,2122.000000
141.601789,5.50000000,1.77593851,2122.000000
141.702164,6.00000000,1.93738747,2122.000000
141.803012,6.50000000,2.09883642,2122.000000
141.902744,7.00000000,2.26028538,2122.000000
142.003625,7.50000000,2.42173433,2122.000000
142.106016,8.00000000,2.58318329,2122.000000
142.193525,8.50000000,2.74463224,2122.000000
142.293651,9.00000000,2.90608120,2122.000000
142.395000,9.50000000,3.06753016,2122.000000
142.495978,10.00000000,3.22897911,2122.000000
142.597122,10.50000000,3.39042807,2122.000000
142.700137,11.00000000,3.55187702,2122.000000
142.801571,11.50000000,3.71332598,2122.000000
142.903936,12.00000000,3.87477493,2122.000000
143.005695,12.50000000,4.03622389,2122.000000
143.092702,13.00000000,4.19767284,2122.000000
143.193894,13.50000000,4.35912180,2122.000000
143.296258,14.00000000,4.52057076,2122.000000
143.399186,14.50000000,4.68201971,2122.000000
143.499342,15.00000000,4.84346867,2122.000000
143.602914,15.50000000,5.00491762,2122.000000
143.704053,16.00000000,5.16636658,2122.000000
143.805436,16.50000000,5.32781553,2122.000000
143.904713,17.00000000,5.48926449,2122.000000
144.004894,0.00000000,0.00000000,2122.000000
144.107766,0.00000000,0.00000000,2122.000000
144.193636,0.50000000,0.16144896,2122.000000
144.293843,1.00000000,0.32289791,2122.000000
144.393712,1.50000000,0.48434687,2122.000000
144.494680,2.00000000,0.64579582,2122.000000
144.594932,2.50000000,0.80724478,2122.000000
144.696154,3.00000000,0.96869373,2122.000000
144.797620,3.50000000,1.13014269,2122.000000
144.897732,4.00000000,1.29159164,2122.000000
144.998353,4.50000000,1.45304060,2122.000000
145.099624,5.00000000,1.61448956,2122.000000
145.200891,5.50000000,1.77593851,2122.000000
145.302491,6.00000000,1.93738747,2122.000000
145.402583,6.50000000,2.09883642,2122.000000
145.504175,7.00000000,2.26028538,2122.000000
145.606029,7.50000000,2.42173433,2122.000000
145.708474,8.00000000,2.58318329,2122.000000
145.792315,8.50000000,2.74463224,2122.000000
145.892911,9.00000000,2.90608120,2122.000000
145.991928,9.50000000,3.06753016,2122.000000
146.092307,10.00000000,3.22897911,2122.000000
146.192923,10.50000000,3.39042807,2122.000000
146.293181,11.00000000,3.55187702,2122.000000
146.393849,11.50000000,3.71332598,2122.000000
146.494032,12.00000000,3.87477493,2122.000000
146.593770,12.50000000,4.03622389,2122.000000
146.694969,13.00000000,4.19767284,2122.000000
146.796340,0.00000000,0.00000000,2122.000000
146.899686,0.00000000,0.00000000,2122.000000
147.008880,0.50000000,0.16144896,2122.000000
147.105005,1.00000000,0.32289791,2122.000000
147.191394,1.50000000,0.48434687,2122.000000
147.290329,2.00000000,0.64579582,2122.000000
147.391578,2.50000000,0.80724478,2122.000000
147.490749,3.00000000,0.96869373,2122.000000
147.590661,3.50000000,1.13014269,2122.000000
147.693677,4.00000000,1.29159164,2122.000000
147.795864,4.50000000,1.45304060,2122.000000
147.896801,5.00000000,1.61448956,2122.000000
147.996915,5.50000000,1.77593851,2122.000000
148.095950,6.00000000,1.93738747,2122.000000
148.197589,6.50000000,2.09883642,2122.000000
148.299029,7.00000000,2.26028538,2122.000000
148.398743,7.50000000,2.42173433,2122.000000
148.499453,8.00000000,2.57539368,2120.000000
148.599611,8.50000000,2.73220944,2119.000000
148.699905,9.00000000,2.89292765,2119.000000
148.801888,9.50000000,3.05364585,2119.000000
148.904455,10.00000000,3.21436405,2119.000000
149.005425,10.50000000,3.37508225,2119.000000
149.102991,11.00000000,3.53580046,2119.000000
149.205456,11.50000000,3.69651866,2119.000000
149.305245,12.00000000,3.85723686,2119.000000
149.393464,12.50000000,4.01795483,2119.000000
149.493615,13.00000000,4.17867327,2119.000000
149.594360,13.50000000,4.33939171,2119.000000
149.696715,14.00000000,4.50010967,2119.000000
149.798897,14.50000000,4.66082764,2119.000000
149.901168,15.00000000,4.82154608,2119.000000
150.003208,15.50000000,4.96714973,2117.000000
150.103716,16.00000000,5.11175537,2115.000000
150.205996,16.50000000,5.24730396,2112.000000
150.290473,0.00000000,0.00000000,2112.000000
150.391213,0.00000000,0.00000000,2112.000000
150.491731,0.50000000,0.15900922,2112.000000
150.593135,1.00000000,0.31801844,2112.000000
150.693504,1.50000000,0.47702765,2112.000000
150.795007,2.00000000,0.63603687,2112.000000
150.895805,2.50000000,0.79504609,2112.000000
150.995897,3.00000000,0.95405531,2112.000000
151.097200,3.50000000,1.11306453,2112.000000
151.197350,4.00000000,1.27207375,2112.000000
151.298708,4.50000000,1.43108296,2112.000000
151.398135,5.00000000,1.59009218,2112.000000
151.498158,5.50000000,1.74910140,2112.000000
151.598352,6.00000000,1.90811062,2112.000000
151.699387,6.50000000,2.06711984,2112.000000
151.798600,7.00000000,2.22612906,2112.000000
151.899600,7.50000000,2.38513827,2112.000000
151.999115,8.00000000,2.54414749,2112.000000
152.100634,8.50000000,2.70315671,2112.000000
152.201205,9.00000000,2.86216593,2112.000000
152.303266,9.50000000,3.02117515,2112.000000
152.405599,10.00000000,3.18018436,2112.000000
152.506949,10.50000000,3.33919358,2112.000000
152.604563,11.00000000,3.49820280,2112.000000
152.705320,11.50000000,3.65721202,2112.000000
152.805570,12.00000000,3.81622124,2112.000000
152.905540,12.50000000,3.97523046,2112.000000
153.004942,0.00000000,0.00000000,2112.000000
153.108490,0.00000000,0.00000000,2112.000000
153.195513,0.50000000,0.15900922,2112.000000
153.294699,1.00000000,0.31801844,2112.000000
153.396264,1.50000000,0.47482538,2109.000000
153.498520,2.00000000,0.63310051,2109.000000
153.598567,2.50000000,0.79137564,2109.000000
153.697585,3.00000000,0.94965076,2109.000000
153.797315,3.50000000,1.10792589,2109.000000
153.896410,4.00000000,1.26620102,2109.000000
153.995618,4.50000000,1.42447615,2109.000000
154.094870,5.00000000,1.58275127,2109.000000
154.195740,5.50000000,1.74102640,2109.000000
154.294468,6.00000000,1.89930153,2109.000000
154.396391,6.50000000,2.05757666,2109.000000
154.496494,7.00000000,2.21585178,2109.000000
154.596455,7.50000000,2.37412691,2109.000000
154.699701,8.00000000,2.53240204,2109.000000
154.802038,8.50000000,2.69067717,2109.000000
154.912266,9.00000000,2.84895229,2109.000000
154.992340,9.50000000,3.00722742,2109.000000
155.092629,10.00000000,3.16550255,2109.000000
155.192756,10.50000000,3.32377768,2109.000000
155.292945,11.00000000,3.48205280,2109.000000
155.393340,11.50000000,3.64032793,2109.000000
155.493453,12.00000000,3.79860306,2109.000000
