t,Torque1(t),Torque2(t),Steering_Angle(t)
26.988718,13.07349968,25.00000000,1538.000000
27.071001,13.94149971,25.00000000,1426.000000
27.176130,14.34449863,25.00000000,1374.000000
27.281745,14.60025024,25.00000000,1341.000000
27.386735,14.60025024,25.00000000,1341.000000
27.471376,13.70899963,25.00000000,1456.000000
27.574425,13.07349968,25.00000000,1538.000000
27.679375,12.22874928,25.00000000,1647.000000
27.785182,11.70174885,25.00000000,1715.000000
27.887418,11.15149879,25.00000000,1786.000000
27.976385,10.72524929,25.00000000,1841.000000
28.081114,10.19824886,25.00000000,1909.000000
28.186200,9.87274933,25.00000000,1951.000000
28.287072,9.60149956,25.00000000,1986.000000
28.369103,9.28374958,25.00000000,2027.000000
