Time(s),Torque1(A),Torque2(A),Steering_Angle(Degrees)
9.414541,0.00000000,0.00000000,830.000000
9.529714,0.00000000,0.00000000,711.000000
9.623213,0.00000000,0.00000000,608.000000
9.716833,0.00000000,0.00000000,565.000000
9.830871,0.00000000,0.00000000,490.000000
9.925029,0.00000000,0.00000000,459.000000
10.018596,0.00000000,0.00000000,430.000000
10.116333,0.00000000,0.00000000,388.000000
10.229837,0.00000000,0.00000000,373.000000
10.325401,0.00000000,0.00000000,373.000000
10.420315,0.00000000,0.00000000,373.000000
10.513946,0.00000000,0.00000000,554.000000
10.629388,0.00000000,0.00000000,715.000000
10.721908,0.00000000,0.00000000,723.000000
10.814412,0.00000000,0.00000000,723.000000
10.929740,0.00000000,0.00000000,723.000000
11.024601,0.00000000,0.00000000,723.000000
11.119187,0.00000000,0.00000000,723.000000
11.233575,0.00000000,0.00000000,723.000000
11.325899,0.00000000,0.00000000,723.000000
11.419261,0.00000000,0.00000000,723.000000
11.529741,0.00000000,0.00000000,723.000000
11.623834,0.00000000,0.00000000,723.000000
11.717861,0.00000000,0.00000000,723.000000
11.832719,0.38779497,0.50000000,723.000000
11.924289,0.77558994,1.00000000,723.000000
12.016304,1.16338491,1.50000000,723.000000
12.130368,1.55117989,2.00000000,723.000000
12.221584,1.93897486,2.50000000,723.000000
12.315693,2.32676983,3.00000000,723.000000
12.430451,2.71456480,3.50000000,723.000000
12.523801,3.10235977,4.00000000,723.000000
12.619179,3.49015474,4.50000000,723.000000
12.713260,3.87794971,5.00000000,723.000000
12.828553,4.26574469,5.50000000,723.000000
12.924040,4.65353966,6.00000000,723.000000
13.018134,5.04133463,6.50000000,723.000000
13.132049,5.42912960,7.00000000,723.000000
13.224065,5.81692457,7.50000000,723.000000
13.317220,6.20471954,8.00000000,723.000000
13.430501,6.59251451,8.50000000,723.000000
13.520547,6.98030949,9.00000000,723.000000
13.616022,7.36810446,9.50000000,723.000000
13.729460,7.75589943,10.00000000,723.000000
13.826828,0.00000000,0.00000000,723.000000
13.920452,0.00000000,0.00000000,723.000000
14.014251,0.00000000,0.00000000,723.000000
14.127555,0.38779497,0.50000000,723.000000
14.221166,0.77558994,1.00000000,723.000000
14.317943,1.16338491,1.50000000,723.000000
14.430413,1.55117989,2.00000000,723.000000
14.521986,1.93897486,2.50000000,723.000000
14.618223,2.32676983,3.00000000,723.000000
14.733208,2.71456480,3.50000000,723.000000
14.826652,3.10235977,4.00000000,723.000000
14.919596,3.49015474,4.50000000,723.000000
15.015566,3.87794971,5.00000000,723.000000
15.128248,4.26574469,5.50000000,723.000000
15.223225,4.65353966,6.00000000,723.000000
15.318549,5.04133463,6.50000000,723.000000
15.432951,5.42912960,7.00000000,723.000000
15.524167,5.81692457,7.50000000,723.000000
15.625378,6.20471954,8.00000000,723.000000
15.719093,6.59251451,8.50000000,723.000000
15.832617,6.98030949,9.00000000,723.000000
15.924728,7.36810446,9.50000000,723.000000
16.017299,7.75589943,10.00000000,723.000000
16.132563,8.14369392,10.50000000,723.000000
16.225880,8.53148937,11.00000000,723.000000
16.321147,8.91928482,11.50000000,723.000000
16.416654,9.30707932,12.00000000,723.000000
16.532251,9.69487381,12.50000000,723.000000
16.625089,10.08266926,13.00000000,723.000000
16.718543,10.47046471,13.50000000,723.000000
16.814610,10.85825920,14.00000000,723.000000
16.928574,11.24605370,14.50000000,723.000000
17.021406,11.63384914,15.00000000,723.000000
17.114797,12.02164459,15.50000000,723.000000
17.232197,12.40943909,16.00000000,723.000000
17.325569,12.79723358,16.50000000,723.000000
17.420758,0.00000000,0.00000000,723.000000
17.516162,0.00000000,0.00000000,723.000000
17.630413,0.38779497,0.50000000,723.000000
17.722664,0.77558994,1.00000000,723.000000
17.818039,1.16338491,1.50000000,723.000000
17.913322,1.55117989,2.00000000,723.000000
18.026431,1.93897486,2.50000000,723.000000
18.118573,2.32676983,3.00000000,723.000000
18.217049,2.71456480,3.50000000,723.000000
18.329276,3.10235977,4.00000000,723.000000
18.427659,3.49015474,4.50000000,723.000000
18.521106,3.87794971,5.00000000,723.000000
18.614833,4.26574469,5.50000000,723.000000
18.729384,4.65353966,6.00000000,723.000000
18.823911,5.04133463,6.50000000,723.000000
18.919998,5.42912960,7.00000000,723.000000
19.016492,5.81692457,7.50000000,723.000000
19.130094,6.20471954,8.00000000,723.000000
19.223301,6.59251451,8.50000000,723.000000
19.320669,6.98030949,9.00000000,723.000000
19.414869,7.36810446,9.50000000,723.000000
19.529830,7.75589943,10.00000000,723.000000
19.622997,8.19251919,10.50000000,708.000000
19.719189,8.58263969,11.00000000,708.000000
19.831624,8.97275925,11.50000000,708.000000
19.924283,9.33311939,12.00000000,716.000000
20.019678,9.72587490,12.50000000,715.000000
20.133008,9.85295963,13.00000000,780.000000
20.226841,9.90548992,13.50000000,858.000000
20.321052,10.25499916,14.00000000,862.000000
20.416618,10.61675549,14.50000000,863.000000
20.531371,10.90844917,15.00000000,879.000000
20.625266,11.27206421,15.50000000,879.000000
20.718329,11.99775982,16.00000000,806.000000
20.815311,12.90976429,16.50000000,701.000000
20.929754,14.13362980,17.00000000,543.000000
21.022848,15.73197556,17.50000000,325.000000
21.119125,17.24166107,18.00000000,135.000000
21.230924,18.46040916,18.50000000,6.000000
21.320632,19.00000000,18.54292679,3993.000000
21.416210,19.50000000,18.44742966,3879.000000
21.531051,20.00000000,18.51163864,3803.000000
21.623714,20.50000000,19.12977600,3831.000000
21.717060,21.00000000,20.06132698,3914.000000
21.829335,21.50000000,21.02168274,4000.000000
21.923350,22.00000000,21.85451889,4061.000000
22.016828,22.01939964,22.50000000,68.000000
22.114153,21.73867989,23.00000000,176.000000
22.228197,21.46090508,23.50000000,279.000000
22.321639,20.75687790,24.00000000,435.000000
22.417166,20.49057388,24.50000000,527.000000
22.531678,20.32749939,25.00000000,602.000000
22.623849,19.87025070,25.00000000,661.000000
22.718191,19.14174843,25.00000000,755.000000
22.832360,18.50625038,25.00000000,837.000000
22.922890,18.11874962,25.00000000,887.000000
23.020184,17.95599937,25.00000000,908.000000
23.115003,17.71574974,25.00000000,939.000000
23.228627,17.69250107,25.00000000,942.000000
23.323122,17.67700005,25.00000000,944.000000
23.417577,17.18099976,25.00000000,1008.000000
23.531426,17.02599907,25.00000000,1028.000000
23.624114,16.95624924,25.00000000,1037.000000
23.716498,17.80875015,25.00000000,927.000000
23.813072,19.16499901,25.00000000,752.000000
23.929791,20.45924950,25.00000000,585.000000
24.022417,20.76149940,25.00000000,546.000000
24.116972,20.55999947,25.00000000,572.000000
24.229023,18.66900063,25.00000000,816.000000
24.323072,17.77775002,25.00000000,931.000000
24.417786,16.89424896,25.00000000,1045.000000
24.532920,16.04949760,25.00000000,1154.000000
24.623748,16.04174995,25.00000000,1155.000000
24.717996,16.01074982,25.00000000,1159.000000
24.832330,16.43700027,25.00000000,1104.000000
24.923525,17.97924995,25.00000000,905.000000
25.018253,18.62249947,25.00000000,822.000000
25.132671,18.90924835,25.00000000,785.000000
25.222413,19.03325081,25.00000000,769.000000
25.318749,19.12624931,25.00000000,757.000000
25.434102,18.56049919,25.00000000,830.000000
25.526801,17.39799881,25.00000000,980.000000
25.620696,16.89424896,25.00000000,1045.000000
25.715110,16.46800041,25.00000000,1100.000000
25.828003,16.12699890,25.00000000,1144.000000
25.922935,15.09625053,25.00000000,1277.000000
26.017280,14.82499886,25.00000000,1312.000000
26.132020,14.09649849,25.00000000,1406.000000
26.224418,13.46099949,25.00000000,1488.000000
26.318316,12.77124882,25.00000000,1577.000000
26.429881,11.50024986,25.00000000,1741.000000
26.524900,11.32974911,25.00000000,1763.000000
26.618178,11.36074924,25.00000000,1759.000000
26.732886,12.29074860,25.00000000,1639.000000
26.822410,13.32149982,25.00000000,1506.000000
26.918441,14.77849960,25.00000000,1318.000000
27.032910,16.08049774,25.00000000,1150.000000
27.126643,16.88649940,25.00000000,1046.000000
27.220546,17.32825089,25.00000000,989.000000
27.314661,17.63049889,25.00000000,950.000000
27.431126,17.63049889,25.00000000,950.000000
27.526840,16.65399933,25.00000000,1076.000000
27.620944,15.87124920,25.00000000,1177.000000
27.716480,15.01099873,25.00000000,1288.000000
27.830182,14.15074921,25.00000000,1399.000000
27.922684,13.73224831,25.00000000,1453.000000
28.016490,13.60824966,25.00000000,1469.000000
28.131930,13.31374931,25.00000000,1507.000000
28.222237,12.73250008,25.00000000,1582.000000
28.316451,12.04274940,25.00000000,1671.000000
28.413551,11.38399982,25.00000000,1756.000000
28.526818,10.53149986,25.00000000,1866.000000
28.623279,10.14400005,25.00000000,1916.000000
28.714715,10.13624954,25.00000000,1917.000000
28.831758,10.26025009,25.00000000,1901.000000
28.919387,10.99650002,25.00000000,1806.000000
29.013010,12.01175022,25.00000000,1675.000000
29.127781,13.55399895,25.00000000,1476.000000
29.219553,14.75524902,25.00000000,1321.000000
29.314409,15.89449978,25.00000000,1174.000000
29.428316,16.42149925,25.00000000,1106.000000
29.528289,16.87874985,25.00000000,1047.000000
29.621643,17.07249832,25.00000000,1022.000000
29.716570,17.03375053,25.00000000,1027.000000
29.831806,16.54549789,25.00000000,1090.000000
29.923113,16.08825111,25.00000000,1149.000000
30.016275,15.51474953,25.00000000,1223.000000
30.130312,14.69324875,25.00000000,1329.000000
30.223650,13.75550079,25.00000000,1450.000000
30.318855,12.11250019,25.00000000,1662.000000
30.433664,11.63199997,25.00000000,1724.000000
30.523656,11.31424904,25.00000000,1765.000000
30.618490,11.13599968,25.00000000,1788.000000
30.728795,11.19799900,25.00000000,1780.000000
30.824160,11.83349895,25.00000000,1698.000000
30.918780,13.01924896,25.00000000,1545.000000
31.032545,14.80174923,25.00000000,1315.000000
31.121219,16.14249992,25.00000000,1142.000000
31.216494,17.26625061,25.00000000,997.000000
31.331164,17.90950012,25.00000000,914.000000
31.423310,18.11100006,25.00000000,888.000000
31.518519,18.12649918,25.00000000,886.000000
31.631947,18.12649918,25.00000000,886.000000
31.721425,17.25074959,25.00000000,999.000000
31.820141,16.39824867,25.00000000,1109.000000
31.914563,15.36749935,25.00000000,1242.000000
32.029649,14.84049892,25.00000000,1310.000000
32.121867,13.89499855,25.00000000,1432.000000
32.219190,12.97274780,25.00000000,1551.000000
32.331783,11.32199955,25.00000000,1764.000000
32.420312,10.98099899,25.00000000,1808.000000
32.514669,10.72524929,25.00000000,1841.000000
32.630719,10.59349918,25.00000000,1858.000000
32.724391,10.58574867,25.00000000,1859.000000
32.819029,12.09699917,25.00000000,1664.000000
32.932857,14.09649849,25.00000000,1406.000000
33.025058,15.25899887,25.00000000,1256.000000
33.120300,16.55324936,25.00000000,1089.000000
33.233337,17.59174919,25.00000000,955.000000
33.321807,17.65374756,25.00000000,947.000000
33.416186,17.65374756,25.00000000,947.000000
33.534122,17.63825035,25.00000000,949.000000
33.623979,15.99524879,25.00000000,1161.000000
33.719820,15.21249962,25.00000000,1262.000000
33.813191,14.53824902,25.00000000,1349.000000
33.928455,13.84849834,25.00000000,1438.000000
34.021518,12.65499878,25.00000000,1592.000000
34.116645,12.05049896,25.00000000,1670.000000
34.231419,11.86450005,25.00000000,1694.000000
34.322801,11.84899998,25.00000000,1696.000000
34.415818,12.95724964,25.00000000,1553.000000
34.531195,14.42974949,25.00000000,1363.000000
34.625694,16.36724854,25.00000000,1113.000000
34.719085,17.83199883,25.00000000,924.000000
34.831902,18.26599884,25.00000000,868.000000
34.923406,18.26599884,25.00000000,868.000000
35.015567,17.17324829,25.00000000,1009.000000
35.132312,16.23549843,25.00000000,1130.000000
35.220992,15.21249962,25.00000000,1262.000000
35.315323,14.54599953,25.00000000,1348.000000
35.429056,14.56925011,25.00000000,1345.000000
35.523487,16.35174942,25.00000000,1115.000000
35.620417,16.88649940,25.00000000,1046.000000
35.714811,0.00000000,0.00000000,1036.000000
35.829445,0.00000000,0.00000000,1036.000000
35.924514,0.00000000,0.00000000,1036.000000
36.019018,0.00000000,0.00000000,1036.000000
36.115120,0.00000000,0.00000000,1036.000000
36.231047,0.00000000,0.00000000,1036.000000
36.324279,0.00000000,0.00000000,1036.000000
36.418774,0.00000000,0.00000000,1036.000000
36.533275,0.00000000,0.00000000,1036.000000
36.625895,0.00000000,0.00000000,1036.000000
36.720475,0.00000000,0.00000000,1036.000000
36.815807,0.00000000,0.00000000,1036.000000
36.930067,0.00000000,0.00000000,1036.000000
37.023173,0.00000000,0.00000000,1036.000000
37.116372,0.00000000,0.00000000,1036.000000
37.231056,0.00000000,0.00000000,1036.000000
37.321292,0.00000000,0.00000000,1036.000000
37.419951,0.00000000,0.00000000,1036.000000
37.514676,0.00000000,0.00000000,1036.000000
37.629192,0.00000000,0.00000000,1036.000000
37.725943,0.00000000,0.00000000,1036.000000
37.821061,0.00000000,0.00000000,1036.000000
37.917063,0.00000000,0.00000000,1036.000000
38.029493,0.00000000,0.00000000,1036.000000
38.123064,0.00000000,0.00000000,1036.000000
38.219243,0.00000000,0.00000000,1036.000000
38.333274,0.00000000,0.00000000,1036.000000
38.426350,0.00000000,0.00000000,1036.000000
38.525425,0.00000000,0.00000000,1036.000000
38.620014,0.00000000,0.00000000,1036.000000
38.713615,0.00000000,0.00000000,1036.000000
38.828101,0.00000000,0.00000000,1036.000000
38.922093,0.00000000,0.00000000,1036.000000
39.015385,0.00000000,0.00000000,1036.000000
39.128814,0.00000000,0.00000000,1036.000000
39.220759,0.00000000,0.00000000,1036.000000
39.315401,0.00000000,0.00000000,1036.000000
39.416671,0.00000000,0.00000000,1036.000000
