Time(s),StartByte(2),PayloadSize(#ofBytes),Command,Payload2,Payload3,Payload4,Payload5,CRCByte1,CRCByte2,EndByte(3)
50.769432,2,5,6,0,0,0,0,205,133,3,
50.863940,2,5,6,0,0,0,0,205,133,3,
50.976598,2,5,6,0,0,0,0,205,133,3,
51.069676,2,5,6,0,0,0,0,205,133,3,
51.160959,2,5,6,0,0,0,0,205,133,3,
51.274801,2,5,6,0,0,0,0,205,133,3,
51.367501,2,5,6,0,0,0,0,205,133,3,
51.463400,2,5,6,0,0,0,0,205,133,3,
51.576675,2,5,6,0,0,0,0,205,133,3,
51.667149,2,5,6,0,0,0,0,205,133,3,
51.762029,2,5,6,0,0,0,0,205,133,3,
51.875004,2,5,6,0,0,0,0,205,133,3,
51.969230,2,5,6,0,0,0,0,205,133,3,
52.062702,2,5,6,0,0,0,0,205,133,3,
52.161127,2,5,6,0,0,0,0,205,133,3,
52.273709,2,5,6,0,0,0,0,205,133,3,
52.366237,2,5,6,0,0,0,0,205,133,3,
52.460264,2,5,6,0,0,0,0,205,133,3,
52.574335,2,5,6,0,0,0,0,205,133,3,
52.667592,2,5,6,0,0,0,0,205,133,3,
52.761878,2,5,6,0,0,0,0,205,133,3,
52.875319,2,5,6,0,0,0,0,205,133,3,
52.967081,2,5,6,0,0,0,0,205,133,3,
53.063489,2,5,6,0,0,0,0,205,133,3,
53.177056,2,5,6,0,0,0,0,205,133,3,
53.269362,2,5,6,0,0,0,0,205,133,3,
53.361459,2,5,6,0,0,0,0,205,133,3,
53.474659,2,5,6,0,0,0,0,205,133,3,
53.567729,2,5,6,0,0,0,0,205,133,3,
53.662356,2,5,6,0,0,0,0,205,133,3,
53.757380,2,5,6,0,0,0,0,205,133,3,
53.870787,2,5,6,0,0,0,0,205,133,3,
53.965231,2,5,6,0,0,0,0,205,133,3,
54.060856,2,5,6,0,0,0,0,205,133,3,
54.173781,2,5,6,0,0,0,0,205,133,3,
54.265131,2,5,6,0,0,0,0,205,133,3,
54.359442,2,5,6,0,0,0,0,205,133,3,
54.471213,2,5,6,0,0,0,0,205,133,3,
54.568447,2,5,6,0,0,0,0,205,133,3,
54.664256,2,5,6,0,0,0,0,205,133,3,
54.758411,2,5,6,0,0,0,0,205,133,3,
54.873761,2,5,6,0,0,0,0,205,133,3,
54.967222,2,5,6,0,0,0,0,205,133,3,
55.062623,2,5,6,0,0,0,0,205,133,3,
55.176251,2,5,6,0,0,0,0,205,133,3,
55.270545,2,5,6,0,0,0,0,205,133,3,
55.365673,2,5,6,0,0,0,0,205,133,3,
55.461529,2,5,6,0,0,0,0,205,133,3,
55.575060,2,5,6,0,0,0,0,205,133,3,
55.665679,2,5,6,0,0,0,0,205,133,3,
55.759393,2,5,6,0,0,0,0,205,133,3,
55.869982,2,5,6,0,0,0,0,205,133,3,
55.966081,2,5,6,0,0,0,0,205,133,3,
56.058388,2,5,6,0,0,0,0,205,133,3,
56.175401,2,5,6,0,0,0,0,205,133,3,
56.268712,2,5,6,0,0,0,0,205,133,3,
56.363331,2,5,6,0,0,0,0,205,133,3,
56.475612,2,5,6,0,0,0,0,205,133,3,
56.566590,2,5,6,0,0,0,0,205,133,3,
56.660481,2,5,6,0,0,0,0,205,133,3,
56.758307,2,5,6,0,0,0,0,205,133,3,
56.872417,2,5,6,0,0,0,0,205,133,3,
56.965088,2,5,6,0,0,0,0,205,133,3,
57.059399,2,5,6,0,0,0,0,205,133,3,
57.172706,2,5,6,0,0,0,0,205,133,3,
57.268822,2,5,6,0,0,0,0,205,133,3,
57.363876,2,5,6,0,0,0,0,205,133,3,
57.475762,2,5,6,0,0,0,0,205,133,3,
57.566480,2,5,6,0,0,0,0,205,133,3,
57.658283,2,5,6,0,0,0,0,205,133,3,
57.772196,2,5,6,0,0,0,0,205,133,3,
57.863032,2,5,6,0,0,0,0,205,133,3,
57.976740,2,5,6,0,0,0,0,205,133,3,
58.067017,2,5,6,0,0,0,0,205,133,3,
58.159381,2,5,6,0,0,0,0,205,133,3,
58.269566,2,5,6,0,0,0,0,205,133,3,
58.362290,2,5,6,0,0,0,0,205,133,3,
58.460123,2,5,6,0,0,0,0,205,133,3,
58.571088,2,5,6,0,0,0,0,205,133,3,
58.664164,2,5,6,0,0,0,0,205,133,3,
58.774205,2,5,6,0,0,0,0,205,133,3,
58.867210,2,5,6,0,0,0,0,205,133,3,
58.960075,2,5,6,0,0,0,0,205,133,3,
59.072924,2,5,6,0,0,0,0,205,133,3,
59.166715,2,5,6,0,0,0,0,205,133,3,
59.259050,2,5,6,0,0,0,0,205,133,3,
59.371378,2,5,6,0,0,0,0,205,133,3,
59.461782,2,5,6,0,0,0,0,205,133,3,
59.575950,2,5,6,0,0,0,0,205,133,3,
59.667043,2,5,6,0,0,0,0,205,133,3,
59.759679,2,5,6,0,0,0,0,205,133,3,
59.871770,2,5,6,0,0,0,0,205,133,3,
59.964310,2,5,6,0,0,0,0,205,133,3,
60.075925,2,5,6,0,0,0,0,205,133,3,
60.166070,2,5,6,0,0,0,0,205,133,3,
60.257413,2,5,6,0,0,0,0,205,133,3,
60.369093,2,5,6,0,0,0,0,205,133,3,
60.464303,2,5,6,0,0,0,0,205,133,3,
60.574236,2,5,6,0,0,0,0,205,133,3,
60.673211,2,5,6,0,0,0,0,205,133,3,
60.764584,2,5,6,0,0,0,0,205,133,3,
60.857023,2,5,6,0,0,0,0,205,133,3,
60.970134,2,5,6,0,0,0,0,205,133,3,
61.060625,2,5,6,0,0,0,0,205,133,3,
61.172392,2,5,6,0,0,0,0,205,133,3,
61.263918,2,5,6,0,0,0,0,205,133,3,
61.374875,2,5,6,0,0,0,0,205,133,3,
61.466659,2,5,6,0,0,0,0,205,133,3,
61.557283,2,5,6,0,0,0,0,205,133,3,
61.669525,2,5,6,0,0,0,0,205,133,3,
61.762992,2,5,6,0,0,0,0,205,133,3,
61.874752,2,5,6,0,0,0,0,205,133,3,
61.967104,2,5,6,0,0,0,0,205,133,3,
62.060355,2,5,6,0,0,0,0,205,133,3,
62.172001,2,5,6,0,0,0,0,205,133,3,
62.263760,2,5,6,0,0,0,0,205,133,3,
62.374566,2,5,6,0,0,0,0,205,133,3,
62.463892,2,5,6,0,0,0,0,205,133,3,
62.558486,2,5,6,0,0,0,0,205,133,3,
62.669876,2,5,6,0,0,0,0,205,133,3,
62.760818,2,5,6,0,0,0,0,205,133,3,
62.874170,2,5,6,0,0,0,0,205,133,3,
62.965922,2,5,6,0,0,0,0,205,133,3,
63.058445,2,5,6,0,0,0,0,205,133,3,
63.168804,2,5,6,0,0,0,0,205,133,3,
63.260115,2,5,6,0,0,0,0,205,133,3,
63.372332,2,5,6,0,0,0,0,205,133,3,
63.466557,2,5,6,0,0,0,0,205,133,3,
63.576803,2,5,6,0,0,0,0,205,133,3,
63.665997,2,5,6,0,0,0,0,205,133,3,
63.759691,2,5,6,0,0,0,0,205,133,3,
63.869232,2,5,6,0,0,0,0,205,133,3,
63.960165,2,5,6,0,0,0,0,205,133,3,
64.071413,2,5,6,0,0,0,0,205,133,3,
64.163055,2,5,6,0,0,0,0,205,133,3,
64.277042,2,5,6,0,0,0,0,205,133,3,
64.367227,2,5,6,0,0,0,0,205,133,3,
64.461817,2,5,6,0,0,0,0,205,133,3,
64.573932,2,5,6,0,0,0,0,205,133,3,
64.664394,2,5,6,0,0,0,0,205,133,3,
64.759878,2,5,6,0,0,0,0,205,133,3,
64.873433,2,5,6,0,0,0,0,205,133,3,
64.964495,2,5,6,0,0,0,0,205,133,3,
65.075754,2,5,6,0,0,0,0,205,133,3,
65.168145,2,5,6,0,0,0,0,205,133,3,
65.259476,2,5,6,0,0,0,0,205,133,3,
65.374182,2,5,6,0,0,0,0,205,133,3,
65.465492,2,5,6,0,0,0,0,205,133,3,
65.556203,2,5,6,0,0,0,0,205,133,3,
65.669787,2,5,6,0,0,0,0,205,133,3,
65.761102,2,5,6,0,0,0,0,205,133,3,
65.874345,2,5,6,0,0,0,0,205,133,3,
65.966324,2,5,6,0,0,0,0,205,133,3,
66.058326,2,5,6,0,0,0,0,205,133,3,
66.171021,2,5,6,0,0,0,0,205,133,3,
66.265045,2,5,6,0,0,0,0,205,133,3,
66.358337,2,5,6,0,0,0,0,205,133,3,
66.469327,2,5,6,0,0,0,0,205,133,3,
66.563655,2,5,6,0,0,0,0,205,133,3,
66.676635,2,5,6,0,0,0,0,205,133,3,
66.768042,2,5,6,0,0,0,0,205,133,3,
66.860516,2,5,6,0,0,0,0,205,133,3,
66.970735,2,5,6,0,0,0,0,205,133,3,
67.064071,2,5,6,0,0,0,0,205,133,3,
67.177018,2,5,6,0,0,0,0,205,133,3,
67.267481,2,5,6,0,0,0,0,205,133,3,
67.359610,2,5,6,0,0,0,0,205,133,3,
67.470024,2,5,6,0,0,0,0,205,133,3,
67.563365,2,5,6,0,0,0,0,205,133,3,
67.676719,2,5,6,0,0,0,0,205,133,3,
67.767736,2,5,6,0,0,0,0,205,133,3,
67.858903,2,5,6,0,0,0,0,205,133,3,
67.974816,2,5,6,0,0,0,0,205,133,3,
68.065070,2,5,6,0,0,0,0,205,133,3,
68.157651,2,5,6,0,0,0,0,205,133,3,
68.270657,2,5,6,0,0,0,0,205,133,3,
68.362284,2,5,6,0,0,0,0,205,133,3,
68.476628,2,5,6,0,0,0,0,205,133,3,
68.568011,2,5,6,0,0,0,0,205,133,3,
68.660313,2,5,6,0,0,0,0,205,133,3,
68.769813,2,5,6,0,0,0,0,205,133,3,
68.862978,2,5,6,0,0,0,0,205,133,3,
68.972811,2,5,6,0,0,0,0,205,133,3,
69.063394,2,5,6,0,0,0,0,205,133,3,
69.176200,2,5,6,0,0,0,0,205,133,3,
69.266458,2,5,6,0,0,0,0,205,133,3,
69.357193,2,5,6,0,0,0,0,205,133,3,
69.470270,2,5,6,0,0,0,0,205,133,3,
69.562078,2,5,6,0,0,0,0,205,133,3,
69.671335,2,5,6,0,0,0,0,205,133,3,
69.765731,2,5,6,0,0,0,0,205,133,3,
69.860706,2,5,6,0,0,0,0,205,133,3,
69.973534,2,5,6,0,0,0,0,205,133,3,
70.067270,2,5,6,0,0,0,0,205,133,3,
70.159842,2,5,6,0,0,0,0,205,133,3,
70.271336,2,5,6,0,0,0,0,205,133,3,
70.361430,2,5,6,0,0,0,0,205,133,3,
70.473877,2,5,6,0,0,0,0,205,133,3,
70.567177,2,5,6,0,0,0,0,205,133,3,
70.656572,2,5,6,0,0,0,0,205,133,3,
70.769374,2,5,6,0,0,0,0,205,133,3,
70.871886,2,5,6,0,0,0,0,205,133,3,
70.965270,2,5,6,0,0,0,0,205,133,3,
71.060632,2,5,6,0,0,0,0,205,133,3,
71.173989,2,5,6,0,0,0,0,205,133,3,
71.265776,2,5,6,0,0,0,0,205,133,3,
71.356964,2,5,6,0,0,0,0,205,133,3,
71.470503,2,5,6,0,0,0,0,205,133,3,
71.565730,2,5,6,0,0,0,0,205,133,3,
71.675151,2,5,6,0,0,0,0,205,133,3,
71.766581,2,5,6,0,0,0,0,205,133,3,
71.858019,2,5,6,0,0,0,0,205,133,3,
71.968678,2,5,6,0,0,0,0,205,133,3,
72.060975,2,5,6,0,0,0,0,205,133,3,
72.175306,2,5,6,0,0,0,0,205,133,3,
72.267250,2,5,6,0,0,0,0,205,133,3,
72.357490,2,5,6,0,0,0,0,205,133,3,
72.470807,2,5,6,0,0,0,0,205,133,3,
72.563223,2,5,6,0,0,0,0,205,133,3,
72.676105,2,5,6,0,0,0,0,205,133,3,
72.768981,2,5,6,0,0,0,0,205,133,3,
72.861423,2,5,6,0,0,0,0,205,133,3,
72.969861,2,5,6,0,0,0,0,205,133,3,
73.063071,2,5,6,0,0,0,0,205,133,3,
73.171665,2,5,6,0,0,0,0,205,133,3,
73.262886,2,5,6,0,0,0,0,205,133,3,
73.376105,2,5,6,0,0,0,0,205,133,3,
73.467902,2,5,6,0,0,0,0,205,133,3,
73.558339,2,5,6,0,0,0,0,205,133,3,
73.671347,2,5,6,0,0,0,0,205,133,3,
73.764599,2,5,6,0,0,0,0,205,133,3,
73.858174,2,5,6,0,0,0,0,205,133,3,
73.968974,2,5,6,0,0,0,0,205,133,3,
74.065655,2,5,6,0,0,0,0,205,133,3,
74.158228,2,5,6,0,0,0,0,205,133,3,
74.269081,2,5,6,0,0,0,0,205,133,3,
74.359764,2,5,6,0,0,0,0,205,133,3,
74.474021,2,5,6,0,0,0,0,205,133,3,
74.566379,2,5,6,0,0,0,0,205,133,3,
74.657126,2,5,6,0,0,0,0,205,133,3,
74.767995,2,5,6,0,0,0,0,205,133,3,
74.858911,2,5,6,0,0,0,0,205,133,3,
74.974098,2,5,6,0,0,0,0,205,133,3,
75.066893,2,5,6,0,0,0,0,205,133,3,
75.157246,2,5,6,0,0,0,0,205,133,3,
75.269730,2,5,6,0,0,0,0,205,133,3,
75.362673,2,5,6,0,0,0,0,205,133,3,
75.458318,2,5,6,0,0,0,0,205,133,3,
75.569351,2,5,6,0,0,0,0,205,133,3,
75.661621,2,5,6,0,0,0,0,205,133,3,
75.772296,2,5,6,0,0,0,0,205,133,3,
75.865640,2,5,6,0,0,0,0,205,133,3,
75.964155,2,5,6,0,0,0,0,205,133,3,
76.077342,2,5,6,0,0,0,0,205,133,3,
76.167651,2,5,6,0,0,0,0,205,133,3,
76.260676,2,5,6,0,0,0,0,205,133,3,
76.371240,2,5,6,0,0,0,0,205,133,3,
76.464565,2,5,6,0,0,0,0,205,133,3,
76.557849,2,5,6,0,0,0,0,205,133,3,
76.671220,2,5,6,0,0,0,0,205,133,3,
76.765160,2,5,6,0,0,0,0,205,133,3,
76.858551,2,5,6,0,0,0,0,205,133,3,
76.969867,2,5,6,0,0,0,0,205,133,3,
77.058241,2,5,6,0,0,0,0,205,133,3,
77.170388,2,5,6,0,0,0,0,205,133,3,
77.263624,2,5,6,0,0,0,0,205,133,3,
77.358887,2,5,6,0,0,0,0,205,133,3,
77.471338,2,5,6,0,0,0,0,205,133,3,
77.562621,2,5,6,0,0,0,0,205,133,3,
77.674065,2,5,6,0,0,0,0,205,133,3,
77.767555,2,5,6,0,0,0,0,205,133,3,
77.856642,2,5,6,0,0,0,0,205,133,3,
77.967709,2,5,6,0,0,0,0,205,133,3,
78.057315,2,5,6,0,0,0,0,205,133,3,
78.168457,2,5,6,0,0,0,0,205,133,3,
78.260272,2,5,6,0,0,0,0,205,133,3,
78.372900,2,5,6,0,0,0,0,205,133,3,
78.463162,2,5,6,0,0,0,0,205,133,3,
78.574130,2,5,6,0,0,0,0,205,133,3,
78.665639,2,5,6,0,0,0,0,205,133,3,
78.756933,2,5,6,0,0,0,0,205,133,3,
78.867261,2,5,6,0,0,0,0,205,133,3,
78.957502,2,5,6,0,0,0,0,205,133,3,
79.068647,2,5,6,0,0,0,0,205,133,3,
79.159537,2,5,6,0,0,0,0,205,133,3,
79.271581,2,5,6,0,0,0,0,205,133,3,
79.364768,2,5,6,0,0,0,0,205,133,3,
79.476410,2,5,6,0,0,0,0,205,133,3,
79.567724,2,5,6,0,0,0,0,205,133,3,
79.660516,2,5,6,0,0,0,0,205,133,3,
79.769872,2,5,6,0,0,0,0,205,133,3,
79.861930,2,5,6,0,0,0,0,205,133,3,
79.975110,2,5,6,0,0,0,0,205,133,3,
80.070124,2,5,6,0,0,0,0,205,133,3,
80.161284,2,5,6,0,0,0,0,205,133,3,
80.273589,2,5,6,0,0,0,0,205,133,3,
80.364799,2,5,6,0,0,0,0,205,133,3,
80.458403,2,5,6,0,0,0,0,205,133,3,
80.569815,2,5,6,0,0,0,0,205,133,3,
80.662485,2,5,6,0,0,0,0,205,133,3,
80.773694,2,5,6,0,0,0,0,205,133,3,
80.867307,2,5,6,0,0,0,0,205,133,3,
80.957904,2,5,6,0,0,0,0,205,133,3,
81.072473,2,5,6,0,0,0,0,205,133,3,
81.164867,2,5,6,0,0,0,0,205,133,3,
81.276111,2,5,6,0,0,0,0,205,133,3,
81.366272,2,5,6,0,0,0,0,205,133,3,
81.457635,2,5,6,0,0,0,0,205,133,3,
81.571760,2,5,6,0,0,0,0,205,133,3,
81.666350,2,5,6,0,0,0,0,205,133,3,
81.763137,2,5,6,0,0,0,0,205,133,3,
81.872532,2,5,6,0,0,0,0,205,133,3,
81.964901,2,5,6,0,0,0,0,205,133,3,
82.066909,2,5,6,0,0,0,0,205,133,3,
82.160639,2,5,6,0,0,0,0,205,133,3,
82.273359,2,5,6,0,0,0,0,205,133,3,
82.366461,2,5,6,0,0,0,0,205,133,3,
82.460184,2,5,6,0,0,0,0,205,133,3,
82.576677,2,5,6,0,0,0,0,205,133,3,
82.665107,2,5,6,0,0,0,0,205,133,3,
82.775765,2,5,6,0,0,0,0,205,133,3,
82.865373,2,5,6,0,0,0,0,205,133,3,
82.978654,2,5,6,0,0,0,0,205,133,3,
83.069098,2,5,6,0,0,0,0,205,133,3,
83.162269,2,5,6,0,0,0,0,205,133,3,
83.271735,2,5,6,0,0,0,0,205,133,3,
83.364933,2,5,6,0,0,0,0,205,133,3,
83.457290,2,5,6,0,0,0,0,205,133,3,
83.568844,2,5,6,0,0,0,0,205,133,3,
83.663101,2,5,6,0,0,0,0,205,133,3,
83.757530,2,5,6,0,0,0,0,205,133,3,
83.868941,2,5,6,0,0,0,0,205,133,3,
83.962490,2,5,6,0,0,0,0,205,133,3,
84.074692,2,5,6,0,0,0,0,205,133,3,
84.166953,2,5,6,0,0,0,0,205,133,3,
84.259605,2,5,6,0,0,0,0,205,133,3,
84.373847,2,5,6,0,0,0,0,205,133,3,
84.465091,2,5,6,0,0,0,0,205,133,3,
84.558412,2,5,6,0,0,0,0,205,133,3,
84.670374,2,5,6,0,0,0,0,205,133,3,
84.763583,2,5,6,0,0,0,0,205,133,3,
84.874209,2,5,6,0,0,0,0,205,133,3,
84.967139,2,5,6,0,0,0,0,205,133,3,
85.058610,2,5,6,0,0,0,0,205,133,3,
85.171919,2,5,6,0,0,0,0,205,133,3,
85.264004,2,5,6,0,0,0,0,205,133,3,
85.359505,2,5,6,0,0,0,0,205,133,3,
85.469766,2,5,6,0,0,0,0,205,133,3,
85.563072,2,5,6,0,0,0,0,205,133,3,
85.673136,2,5,6,0,0,0,0,205,133,3,
85.763588,2,5,6,0,0,0,0,205,133,3,
85.858647,2,5,6,0,0,0,0,205,133,3,
85.969193,2,5,6,0,0,0,0,205,133,3,
86.061598,2,5,6,0,0,0,0,205,133,3,
86.170731,2,5,6,0,0,0,0,205,133,3,
86.263976,2,5,6,0,0,0,0,205,133,3,
86.374703,2,5,6,0,0,0,0,205,133,3,
86.469037,2,5,6,0,0,0,0,205,133,3,
86.558593,2,5,6,0,0,0,0,205,133,3,
86.670236,2,5,6,0,0,0,0,205,133,3,
86.761696,2,5,6,0,0,0,0,205,133,3,
86.860133,2,5,6,0,0,0,0,205,133,3,
86.969332,2,5,6,0,0,0,0,205,133,3,
87.064417,2,5,6,0,0,0,0,205,133,3,
87.173559,2,5,6,0,0,0,0,205,133,3,
87.265749,2,5,6,0,0,0,0,205,133,3,
87.357640,2,5,6,0,0,0,0,205,133,3,
87.467807,2,5,6,0,0,0,0,205,133,3,
87.560934,2,5,6,0,0,0,0,205,133,3,
87.672875,2,5,6,0,0,0,0,205,133,3,
87.764214,2,5,6,0,0,0,0,205,133,3,
87.858494,2,5,6,0,0,0,0,205,133,3,
87.971116,2,5,6,0,0,0,0,205,133,3,
88.063472,2,5,6,0,0,0,0,205,133,3,
88.175878,2,5,6,0,0,0,0,205,133,3,
88.266441,2,5,6,0,0,0,0,205,133,3,
88.359993,2,5,6,0,0,0,0,205,133,3,
88.473134,2,5,6,0,0,0,0,205,133,3,
88.565267,2,5,6,0,0,0,0,205,133,3,
88.658667,2,5,6,0,0,0,0,205,133,3,
88.771830,2,5,6,0,0,0,0,205,133,3,
88.861704,2,5,6,0,0,0,0,205,133,3,
88.975412,2,5,6,0,0,0,0,205,133,3,
89.066480,2,5,6,0,0,0,0,205,133,3,
89.158792,2,5,6,0,0,0,0,205,133,3,
89.271476,2,5,6,0,0,0,0,205,133,3,
89.375562,2,5,6,0,0,0,0,205,133,3,
89.464763,2,5,6,0,0,0,0,205,133,3,
89.576625,2,5,6,0,0,0,0,205,133,3,
89.666171,2,5,6,0,0,0,0,205,133,3,
89.757481,2,5,6,0,0,0,0,205,133,3,
89.869707,2,5,6,0,0,0,0,205,133,3,
89.960963,2,5,6,0,0,0,0,205,133,3,
90.074102,2,5,6,0,0,0,0,205,133,3,
90.164023,2,5,6,0,0,0,0,205,133,3,
90.273594,2,5,6,0,0,0,0,205,133,3,
90.363911,2,5,6,0,0,0,0,205,133,3,
90.457524,2,5,6,0,0,0,0,205,133,3,
90.573400,2,5,6,0,0,0,0,205,133,3,
90.665038,2,5,6,0,0,0,0,205,133,3,
90.776810,2,5,6,0,0,0,0,205,133,3,
90.868479,2,5,6,0,0,0,0,205,133,3,
90.961940,2,5,6,0,0,0,0,205,133,3,
91.070668,2,5,6,0,0,0,0,205,133,3,
91.162893,2,5,6,0,0,0,0,205,133,3,
91.275381,2,5,6,0,0,0,0,205,133,3,
91.368434,2,5,6,0,0,0,0,205,133,3,
91.461473,2,5,6,0,0,0,0,205,133,3,
91.574420,2,5,6,0,0,0,0,205,133,3,
91.665063,2,5,6,0,0,0,0,205,133,3,
91.777264,2,5,6,0,0,0,0,205,133,3,
91.867026,2,5,6,0,0,0,0,205,133,3,
91.961047,2,5,6,0,0,0,0,205,133,3,
92.076462,2,5,6,0,0,0,0,205,133,3,
92.166286,2,5,6,0,0,0,0,205,133,3,
92.257837,2,5,6,0,0,0,0,205,133,3,
92.369581,2,5,6,0,0,0,0,205,133,3,
92.462835,2,5,6,0,0,0,0,205,133,3,
92.574114,2,5,6,0,0,0,0,205,133,3,
92.666608,2,5,6,0,0,0,0,205,133,3,
92.757369,2,5,6,0,0,0,0,205,133,3,
92.868006,2,5,6,0,0,0,0,205,133,3,
92.961525,2,5,6,0,0,0,0,205,133,3,
93.071493,2,5,6,0,0,0,0,205,133,3,
93.166357,2,5,6,0,0,0,0,205,133,3,
93.270663,2,5,6,0,0,0,0,205,133,3,
93.364988,2,5,6,0,0,0,0,205,133,3,
93.475438,2,5,6,0,0,0,0,205,133,3,
93.566657,2,5,6,0,0,0,0,205,133,3,
93.678570,2,5,6,0,0,0,0,205,133,3,
93.769548,2,5,6,0,0,0,0,205,133,3,
93.859770,2,5,6,0,0,0,0,205,133,3,
93.971295,2,5,6,0,0,0,0,205,133,3,
94.062026,2,5,6,0,0,0,0,205,133,3,
94.172914,2,5,6,0,0,0,0,205,133,3,
94.262288,2,5,6,0,0,0,0,205,133,3,
94.374353,2,5,6,0,0,0,0,205,133,3,
94.465100,2,5,6,0,0,0,0,205,133,3,
94.556364,2,5,6,0,0,0,0,205,133,3,
94.670713,2,5,6,0,0,0,0,205,133,3,
94.761607,2,5,6,0,0,0,0,205,133,3,
94.874799,2,5,6,0,0,0,0,205,133,3,
94.966186,2,5,6,0,0,0,0,205,133,3,
95.059012,2,5,6,0,0,0,0,205,133,3,
95.168990,2,5,6,0,0,0,0,205,133,3,
95.258462,2,5,6,0,0,0,0,205,133,3,
95.369580,2,5,6,0,0,0,0,205,133,3,
95.464985,2,5,6,0,0,0,0,205,133,3,
95.576088,2,5,6,0,0,0,0,205,133,3,
95.665775,2,5,6,0,0,0,0,205,133,3,
95.761044,2,5,6,0,0,0,0,205,133,3,
95.875027,2,5,6,0,0,0,0,205,133,3,
95.965757,2,5,6,0,0,0,0,205,133,3,
96.058265,2,5,6,0,0,0,0,205,133,3,
96.172285,2,5,6,0,0,0,0,205,133,3,
96.263728,2,5,6,0,0,0,0,205,133,3,
96.358326,2,5,6,0,0,0,0,205,133,3,
96.468636,2,5,6,0,0,0,0,205,133,3,
96.559993,2,5,6,0,0,0,0,205,133,3,
96.670270,2,5,6,0,0,0,0,205,133,3,
96.764389,2,5,6,0,0,0,0,205,133,3,
96.874417,2,5,6,0,0,0,0,205,133,3,
96.965732,2,5,6,0,0,0,0,205,133,3,
97.057544,2,5,6,0,0,0,0,205,133,3,
97.167761,2,5,6,0,0,0,0,205,133,3,
97.259356,2,5,6,0,0,0,0,205,133,3,
97.375637,2,5,6,0,0,0,0,205,133,3,
97.467444,2,5,6,0,0,0,0,205,133,3,
97.560194,2,5,6,0,0,0,0,205,133,3,
97.669968,2,5,6,0,0,0,0,205,133,3,
97.761735,2,5,6,0,0,0,0,205,133,3,
97.871778,2,5,6,0,0,0,0,205,133,3,
97.964464,2,5,6,0,0,0,0,205,133,3,
98.076609,2,5,6,0,0,0,0,205,133,3,
98.167978,2,5,6,0,0,0,0,205,133,3,
98.258631,2,5,6,0,0,0,0,205,133,3,
98.371861,2,5,6,0,0,0,0,205,133,3,
98.463653,2,5,6,0,0,0,0,205,133,3,
98.573943,2,5,6,0,0,0,0,205,133,3,
98.665909,2,5,6,0,0,0,0,205,133,3,
98.758279,2,5,6,0,0,0,0,205,133,3,
98.870256,2,5,6,0,0,0,0,205,133,3,
98.965610,2,5,6,0,0,0,0,205,133,3,
99.060571,2,5,6,0,0,0,0,205,133,3,
99.171506,2,5,6,0,0,0,0,205,133,3,
99.262675,2,5,6,0,0,0,0,205,133,3,
99.375198,2,5,6,0,0,0,0,205,133,3,
99.471331,2,5,6,0,0,0,0,205,133,3,
99.562187,2,5,6,0,0,0,0,205,133,3,
99.674567,2,5,6,0,0,0,0,205,133,3,
99.767671,2,5,6,0,0,0,0,205,133,3,
99.857562,2,5,6,0,0,0,0,205,133,3,
99.969848,2,5,6,0,0,0,0,205,133,3,
100.062023,2,5,6,0,0,0,0,205,133,3,
100.174894,2,5,6,0,0,0,0,205,133,3,
100.269249,2,5,6,0,0,0,0,205,133,3,
100.359277,2,5,6,0,0,0,0,205,133,3,
100.471631,2,5,6,0,0,0,0,205,133,3,
100.565209,2,5,6,0,0,0,0,205,133,3,
100.657126,2,5,6,0,0,0,0,205,133,3,
100.767815,2,5,6,0,0,0,0,205,133,3,
100.861200,2,5,6,0,0,0,0,205,133,3,
100.971750,2,5,6,0,0,0,0,205,133,3,
101.063890,2,5,6,0,0,0,0,205,133,3,
101.157247,2,5,6,0,0,0,0,205,133,3,
101.272078,2,5,6,0,0,0,0,205,133,3,
101.364444,2,5,6,0,0,0,0,205,133,3,
101.473923,2,5,6,0,0,0,0,205,133,3,
101.565444,2,5,6,0,0,0,0,205,133,3,
101.676834,2,5,6,0,0,0,0,205,133,3,
101.764884,2,5,6,0,0,0,0,205,133,3,
101.858197,2,5,6,0,0,0,0,205,133,3,
101.968598,2,5,6,0,0,0,0,205,133,3,
102.061025,2,5,6,0,0,0,0,205,133,3,
102.171813,2,5,6,0,0,0,0,205,133,3,
102.263503,2,5,6,0,0,0,0,205,133,3,
102.356122,2,5,6,0,0,0,0,205,133,3,
102.469700,2,5,6,0,0,0,0,205,133,3,
102.562731,2,5,6,0,0,0,0,205,133,3,
102.659787,2,5,6,0,0,0,0,205,133,3,
102.769643,2,5,6,0,0,0,0,205,133,3,
102.861347,2,5,6,0,0,0,0,205,133,3,
102.974878,2,5,6,0,0,0,0,205,133,3,
103.065290,2,5,6,0,0,0,0,205,133,3,
103.160372,2,5,6,0,0,0,0,205,133,3,
103.269753,2,5,6,0,0,0,0,205,133,3,
103.361176,2,5,6,0,0,0,0,205,133,3,
103.473808,2,5,6,0,0,0,0,205,133,3,
103.565302,2,5,6,0,0,0,0,205,133,3,
103.677184,2,5,6,0,0,0,0,205,133,3,
103.766643,2,5,6,0,0,0,0,205,133,3,
103.858220,2,5,6,0,0,0,0,205,133,3,
103.968698,2,5,6,0,0,0,0,205,133,3,
104.060390,2,5,6,0,0,0,0,205,133,3,
104.173567,2,5,6,0,0,0,0,205,133,3,
