Time(s),Torque Output 1,Torque Output 2,Steering Wheel Angle (Binary),0.007710,2,5,6,0,0,0,0,205,133,3,
0.021249,2,5,6,0,0,0,0,205,133,3,
0.028750,2,5,6,0,0,0,0,205,133,3,
0.038150,2,5,6,0,0,0,0,205,133,3,
0.059132,2,5,6,0,0,0,0,205,133,3,
0.064807,2,5,6,0,0,0,0,205,133,3,
0.082056,2,5,6,0,0,0,0,205,133,3,
0.087214,2,5,6,0,0,0,0,205,133,3,
0.103074,2,5,6,0,0,0,0,205,133,3,
0.108779,2,5,6,0,0,0,0,205,133,3,
0.128899,2,5,6,0,0,0,0,205,133,3,
0.146878,2,5,6,0,0,0,0,205,133,3,
0.245464,2,5,6,0,0,0,0,205,133,3,
0.356709,2,5,6,0,0,0,0,205,133,3,
0.452012,2,5,6,0,0,0,0,205,133,3,
0.542964,2,5,6,0,0,0,0,205,133,3,
0.653482,2,5,6,0,0,0,0,205,133,3,
0.744850,2,5,6,0,0,0,0,205,133,3,
0.854940,2,5,6,0,0,0,0,205,133,3,
0.948285,2,5,6,0,0,0,0,205,133,3,
1.041458,2,5,6,0,0,0,0,205,133,3,
1.151872,2,5,6,0,0,0,0,205,133,3,
1.246338,2,5,6,0,0,0,0,205,133,3,
1.356404,2,5,6,0,0,0,0,205,133,3,
1.448224,2,5,6,0,0,0,0,205,133,3,
1.558987,2,5,6,0,0,0,0,205,133,3,
1.650228,2,5,6,0,0,0,0,205,133,3,
1.741306,2,5,6,0,0,0,0,205,133,3,
1.851898,2,5,6,0,0,0,0,205,133,3,
1.943217,2,5,6,0,0,0,0,205,133,3,
2.060111,2,5,6,0,0,0,0,205,133,3,
2.151505,2,5,6,0,0,0,0,205,133,3,
2.245468,2,5,6,0,0,0,0,205,133,3,
2.343101,2,5,6,0,0,0,0,205,133,3,
2.457326,2,5,6,0,0,0,0,205,133,3,
2.549529,2,5,6,0,0,0,0,205,133,3,
2.651652,2,5,6,0,0,0,0,205,133,3,
2.747012,2,5,6,0,0,0,0,205,133,3,
2.858345,2,5,6,0,0,0,0,205,133,3,
2.952558,2,5,6,0,0,0,0,205,133,3,
3.047776,2,5,6,0,0,0,0,205,133,3,
3.142035,2,5,6,0,0,0,0,205,133,3,
3.254478,2,5,6,0,0,0,0,205,133,3,
3.346552,2,5,6,0,0,0,0,205,133,3,
3.457312,2,5,6,0,0,0,0,205,133,3,
3.549041,2,5,6,0,0,0,0,205,133,3,
3.641238,2,5,6,0,0,0,0,205,133,3,
3.755842,2,5,6,0,0,0,0,205,133,3,
3.843642,2,5,6,0,0,0,0,205,133,3,
3.950417,2,5,6,0,0,0,0,205,133,3,
4.042182,2,5,6,0,0,0,0,205,133,3,
4.148550,2,5,6,0,0,0,0,205,133,3,
4.251422,2,5,6,0,0,0,0,205,133,3,
4.346195,2,5,6,0,0,0,0,205,133,3,
4.459137,2,5,6,0,0,0,0,205,133,3,
4.550327,2,5,6,0,0,0,0,205,133,3,
4.646606,2,5,6,0,0,0,0,205,133,3,
4.745425,2,5,6,0,0,0,0,205,133,3,
4.857175,2,5,6,0,0,0,0,205,133,3,
4.947988,2,5,6,0,0,0,0,205,133,3,
5.045344,2,5,6,0,0,0,0,205,133,3,
5.155698,2,5,6,0,0,0,0,205,133,3,
