0.037305,0
0.102396,0
0.159005,0
0.202737,0
0.241976,0
0.258624,0
0.305247,0
0.340023,0
0.373514,0
0.425402,0
0.457744,0
0.516708,0
0.588422,0
0.634422,0
0.665953,0
0.693443,0
0.740843,0
0.777489,0
0.877563,0
0.951569,0
1.044784,0
1.155356,0
1.244462,0
1.350123,0
1.454961,0
1.544310,1
1.653167,1
1.739111,2
1.836572,2
1.940984,3
2.047982,3
2.167730,4
2.248012,4
2.348876,5
2.450371,5
2.550382,6
2.656056,6
2.735896,7
2.840083,7
2.938124,8
3.037481,8
3.152625,9
3.251196,9
3.348817,10
3.467314,10
3.575392,11
3.674509,11
3.758093,12
3.837262,12
3.955786,13
4.046830,13
4.135020,14
4.246952,14
4.355137,15
4.438419,15
4.541189,16
4.643587,16
4.740459,17
4.844189,17
4.954073,18
5.050707,18
5.146067,19
5.240260,19
5.338953,20
5.437953,20
5.554934,21
5.638131,21
5.743077,22
5.843033,22
5.953956,23
6.052276,23
6.135963,24
6.237994,24
6.344580,25
6.509450,25
6.537168,25
6.646303,25
6.747902,25
6.855674,25
6.948380,25
7.051757,25
7.137005,25
7.255207,0
7.351991,0
7.447922,0
7.548426,0
7.647074,0
7.740579,0
7.847531,0
7.948941,0
8.045528,0
8.148484,0
8.250766,0
8.355350,0
8.436110,0
8.537081,0
8.642325,0
8.742308,0
8.842564,0
8.943353,0
9.044190,0
9.143661,0
9.244705,0
9.340899,0
9.464462,0
9.535197,1
9.697634,1
9.766379,2
9.836763,2
9.935906,3
10.042177,3
10.135961,4
10.251239,4
10.339332,5
10.442292,5
10.547521,6
10.644778,6
10.751761,7
10.844977,7
10.951252,8
11.050511,8
11.150734,9
11.252227,9
11.349802,10
11.443392,10
11.539599,11
11.653584,11
11.754138,12
11.840220,12
11.939463,13
12.039186,13
12.151383,14
12.238380,14
12.351814,15
12.461384,15
12.552078,16
12.655619,16
12.737551,17
12.841932,17
12.944312,18
13.045024,18
13.146245,19
13.254699,19
13.337279,20
13.439510,20
13.538141,21
13.637336,21
13.739259,22
13.838744,22
13.939444,23
14.039685,23
14.142777,24
14.246834,24
14.349170,25
14.449124,25
14.549294,25
14.636359,25
14.735051,25
14.837774,25
14.938222,0
15.051594,0
15.148248,0
15.245127,0
15.343791,0
15.516238,0
15.545334,0
15.704927,0
15.772440,0
15.849759,0
15.954198,0
16.039305,0
16.148563,0
16.240093,0
16.353715,0
16.438389,0
16.545329,0
16.647886,0
16.745670,0
16.846561,0
16.948385,0
17.047840,0
17.149347,1
17.251603,1
17.354106,2
17.435520,2
17.536901,3
17.647865,3
17.756025,4
17.836288,4
17.936140,5
18.055106,5
18.137103,6
18.253707,6
18.347895,7
18.472878,7
18.555802,8
18.656350,8
18.737380,9
18.840136,9
18.935682,10
19.043402,10
19.146413,11
19.245934,11
19.351302,12
19.447565,12
19.552409,13
19.643243,13
19.746194,14
19.848451,14
19.949595,15
20.049059,15
20.147005,16
20.249116,16
20.349165,17
20.450503,17
20.552760,18
20.649376,18
20.752024,19
20.840794,19
20.944499,20
21.041348,20
21.149461,21
21.246612,21
21.341603,22
21.475166,22
21.556285,23
21.657639,23
21.735457,24
21.845579,24
21.946880,25
22.050210,25
22.141249,25
22.248579,25
22.351266,25
22.453307,25
22.538057,25
22.646343,25
22.747616,25
22.837463,25
22.940298,25
23.040484,25
23.141351,25
23.246191,25
23.344590,25
23.449454,0
23.554043,0
23.649100,0
23.735808,0
23.876168,0
23.952925,0
24.048066,0
24.146227,0
24.241115,0
24.337853,0
24.439163,0
24.539854,0
24.641191,0
24.744682,0
24.847802,0
24.938409,0
25.049327,0
25.139685,0
25.248672,1
25.349401,1
25.450314,2
25.555227,2
25.635420,3
25.749335,3
25.838157,4
25.937372,4
26.040007,5
26.142456,5
26.241098,6
26.337917,6
26.437683,7
26.538097,7
26.639333,8
26.739638,8
26.834926,9
26.951294,9
27.050407,10
27.142391,10
27.247040,11
27.353536,11
27.499393,12
28.014417,12
28.040009,13
28.049806,13
28.149634,14
28.172871,14
28.195699,15
28.220173,15
28.242930,16
28.341756,16
28.442342,17
28.541583,17
28.645550,18
28.746440,18
28.845945,19
28.948477,19
29.046880,20
29.152508,20
29.238105,21
29.354438,21
29.454813,22
29.537729,22
29.643795,23
29.751282,23
29.838507,24
29.943542,24
30.052246,25
30.141060,25
30.254621,25
30.341683,25
30.509795,25
30.609707,25
30.643723,25
30.740440,25
30.845029,25
30.943950,25
31.041588,25
31.138676,25
31.237266,25
31.337351,25
31.435049,25
31.553552,25
31.651728,25
31.754475,25
31.853986,25
31.942567,0
