Time(s),Target Torque,Torque Output Left,Torque Output Right,Steering Angle (Binary),0.016212,1.000000,2.000000,3.000000,1028.000000,
0.063559,1.000000,2.000000,3.000000,1028.000000,
0.100904,1.000000,2.000000,3.000000,1028.000000,
0.128233,1.000000,2.000000,3.000000,1028.000000,
0.153493,1.000000,2.000000,3.000000,1028.000000,
0.178975,1.000000,2.000000,3.000000,1028.000000,
0.203965,1.000000,2.000000,3.000000,1028.000000,
0.229098,1.000000,2.000000,3.000000,1028.000000,
0.263379,1.000000,2.000000,3.000000,1028.000000,
0.291905,1.000000,2.000000,3.000000,1028.000000,
0.315088,1.000000,2.000000,3.000000,1028.000000,
0.352643,1.000000,2.000000,3.000000,1028.000000,
0.378666,1.000000,2.000000,3.000000,1028.000000,
0.413541,1.000000,2.000000,3.000000,1028.000000,
0.522512,1.000000,2.000000,3.000000,1028.000000,
0.617986,1.000000,2.000000,3.000000,1028.000000,
0.718285,1.000000,2.000000,3.000000,1028.000000,
0.812884,1.000000,2.000000,3.000000,1028.000000,
0.915444,1.000000,2.000000,3.000000,1028.000000,
1.018817,1.000000,2.000000,3.000000,1028.000000,
1.120162,1.000000,2.000000,3.000000,1028.000000,
1.228102,1.000000,2.000000,3.000000,1028.000000,
1.307756,1.000000,2.000000,3.000000,1028.000000,
1.417826,1.000000,2.000000,3.000000,1028.000000,
1.519675,1.000000,2.000000,3.000000,1028.000000,
1.623243,1.000000,2.000000,3.000000,1028.000000,
1.714671,1.000000,2.000000,3.000000,1028.000000,
1.811821,1.000000,2.000000,3.000000,1028.000000,
1.914084,1.000000,2.000000,3.000000,1028.000000,
2.007231,1.000000,2.000000,3.000000,1028.000000,
2.124588,1.000000,2.000000,3.000000,1028.000000,
2.220652,1.000000,2.000000,3.000000,1028.000000,
2.320090,1.000000,2.000000,3.000000,1028.000000,
2.417516,1.000000,2.000000,3.000000,1028.000000,
2.512169,1.000000,2.000000,3.000000,1028.000000,
2.606649,1.000000,2.000000,3.000000,1028.000000,
2.721736,1.000000,2.000000,3.000000,1028.000000,
2.817305,1.000000,2.000000,3.000000,1028.000000,
2.911066,1.000000,2.000000,3.000000,1028.000000,
3.007553,1.000000,2.000000,3.000000,1028.000000,
3.121060,1.000000,2.000000,3.000000,1028.000000,
3.215329,1.000000,2.000000,3.000000,1028.000000,
