Time(s),Set Current,Actual Current,Velocity of Vehicle (mph),,0.074458,0.000000,
0.169346,0.000000,
0.264217,0.000000,
0.360294,0.000000,
0.467143,0.000000,
0.561410,0.000000,
0.653972,0.000000,
0.743762,0.000000,
0.834002,0.000000,
0.925965,0.000000,
1.016727,0.000000,
1.108073,0.000000,
1.201467,0.000000,
1.292426,0.000000,
1.382838,0.000000,
1.475296,0.000000,
1.568664,0.000000,
1.660216,0.000000,
1.751510,0.000000,
1.845077,0.000000,
1.934847,0.000000,
2.023730,0.000000,
2.115441,0.000000,
2.205464,0.000000,
2.294524,0.000000,
2.383535,0.000000,
2.474064,0.000000,
2.563525,0.000000,
2.652131,0.000000,
2.741300,0.000000,
2.829968,0.000000,
2.918052,0.000000,
3.007954,0.000000,
3.096943,0.000000,
3.185645,0.000000,
3.274209,0.000000,
3.363694,0.000000,
3.452548,0.000000,
3.540847,0.000000,
3.629550,0.000000,
3.718509,0.000000,
3.807808,0.000000,
3.896459,0.000000,
3.986677,0.000000,
4.076551,0.000000,
4.165193,0.000000,
4.253064,0.000000,
4.341965,0.000000,
4.431237,0.000000,
4.519424,0.000000,
4.608787,0.000000,
4.697130,0.000000,
4.786138,0.000000,
4.876550,0.000000,
4.964939,0.000000,
5.053661,0.000000,
5.141868,0.000000,
5.230093,0.000000,
5.318506,0.000000,
5.406887,0.013324,
5.501264,0.047898,
5.589398,0.107185,
5.677861,0.183867,
5.766159,0.281845,
5.855002,0.401038,
5.943676,0.542723,
6.031611,0.704338,
6.124590,0.854975,
6.213814,1.027263,
6.302521,1.179819,
6.391802,1.342949,
6.480590,1.498616,
6.568940,1.662049,
6.658353,1.817120,
6.747991,1.982591,
6.836351,2.140919,
6.926447,2.304886,
7.015649,2.465454,
7.104202,2.631096,
7.192653,2.789776,
7.281736,2.955117,
7.370241,3.115476,
7.458406,3.280200,
7.547281,3.440864,
7.637969,3.607346,
7.726163,3.773252,
7.815042,3.742872,
7.906096,3.712748,
7.994298,3.681636,
8.082049,3.651496,
8.170149,3.621529,
8.258419,3.591579,
8.348470,3.561381,
8.438243,3.530796,
8.527425,3.500108,
8.618307,3.469896,
8.707839,3.439064,
8.795940,3.408602,
8.884660,3.378687,
8.972770,3.348564,
9.060582,3.318711,
9.172457,3.288778,
9.272853,3.251029,
9.376201,3.217028,
9.464276,3.182063,
9.570687,3.152257,
9.676458,3.116132,
9.764263,3.080570,
9.870692,3.050903,
9.971574,3.014932,
10.076449,2.980734,
10.164785,2.945521,
10.272634,2.915825,
10.361600,2.879153,
10.473575,2.849507,
10.561891,2.811909,
10.672848,2.782139,
10.776621,2.744866,
10.865400,2.710056,
10.972947,2.680243,
11.073925,3.032472,
11.161812,3.086049,
11.270954,3.351970,
11.359060,3.436125,
11.466769,3.684578,
11.574655,3.647844,
11.663052,3.610863,
11.770557,3.580921,
11.874402,3.544289,
11.963809,3.508928,
12.073146,3.478537,
